ID,Unique_Reference,Price,Date,Postcode,House_Type,Status_N,Tenure_Type,House_Number,Flat_Number,Street_Name,Area,City,Region,County,A,A.1,Quarter,Education_Growth_Rate,Bank_Growth_Rate,GDP_Growth_Rate
3789680,{12A8BAB6-5802-2125-E063-4804A8C08CC1},1385000,2024-02-09 00:00,W12 0JT,T,N,F,42,,ORMISTON GROVE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789681,{12A8BAB6-5804-2125-E063-4804A8C08CC1},535000,2024-02-12 00:00,SW15 6QR,F,N,L,"CHALFORD COURT, 45 - 47",FLAT 17,PUTNEY HILL,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789682,{12A8BAB6-5805-2125-E063-4804A8C08CC1},1010000,2024-01-23 00:00,SW18 2BE,T,N,F,3,,ASLETT STREET,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789683,{2859C1AC-0308-52B4-E063-4804A8C05948},357500,2024-10-11 00:00,BR4 9AB,F,N,L,6,,MARTINS CLOSE,,WEST WICKHAM,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789684,{2859C1AC-030B-52B4-E063-4804A8C05948},650000,2024-10-31 00:00,BR1 4AS,D,N,F,110,,MADEIRA AVENUE,,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789685,{2859C1AC-030D-52B4-E063-4804A8C05948},1210000,2024-09-20 00:00,BR5 1QE,D,N,F,51,,WILLETT WAY,PETTS WOOD,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789686,{2859C1AC-030E-52B4-E063-4804A8C05948},820000,2024-09-18 00:00,BR6 7LJ,D,N,F,LANTANA,,BIRDHOUSE LANE,DOWNE,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789687,{2859C1AC-0317-52B4-E063-4804A8C05948},357500,2024-10-25 00:00,BR2 9RS,T,N,F,51,,ADDISON ROAD,,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789688,{2859C1AC-0320-52B4-E063-4804A8C05948},680000,2024-11-01 00:00,BR6 6JY,S,N,F,21,,GLENTRAMMON AVENUE,,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789689,{2859C1AC-0324-52B4-E063-4804A8C05948},658500,2024-11-15 00:00,BR1 3RN,T,N,F,28,,HEATHFIELD ROAD,,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789690,{12A8BAB6-49F2-2125-E063-4804A8C08CC1},362000,2024-01-19 00:00,DA15 8PD,T,N,F,842,,EAST ROCHESTER WAY,,SIDCUP,BEXLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789691,{12A8BAB6-49FB-2125-E063-4804A8C08CC1},475000,2024-02-01 00:00,DA15 8HW,T,N,F,71,,NORFOLK CRESCENT,,SIDCUP,BEXLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789692,{12A8BAB6-580A-2125-E063-4804A8C08CC1},615000,2024-02-09 00:00,SW16 2UY,T,N,F,44,,LEITHCOTE GARDENS,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789693,{12A8BAB6-580D-2125-E063-4804A8C08CC1},1075000,2024-01-16 00:00,SE17 1LR,T,N,F,1,,COLWORTH GROVE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789694,{12A8BAB6-580F-2125-E063-4804A8C08CC1},1016000,2024-01-26 00:00,SW18 2RR,T,N,F,98,,ST ANN'S HILL,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789695,{12A8BAB6-5812-2125-E063-4804A8C08CC1},1250000,2024-02-15 00:00,W6 9SR,T,N,F,6,,RANNOCH ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789696,{12A8BAB6-5814-2125-E063-4804A8C08CC1},1925000,2024-02-06 00:00,W11 3SX,T,N,F,18,,HOLLAND PARK MEWS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789697,{12A8BAB6-581F-2125-E063-4804A8C08CC1},635000,2024-02-12 00:00,SE6 4DL,T,N,F,15,,ALDERMOOR ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789698,{12A8BAB6-5825-2125-E063-4804A8C08CC1},535000,2024-01-25 00:00,SE9 1XL,S,N,F,153,,DAIRSIE ROAD,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789699,{12A8BAB6-5826-2125-E063-4804A8C08CC1},495000,2024-01-25 00:00,SE9 2PN,S,N,L,217,,BEXLEY ROAD,ELTHAM,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789700,{12A8BAB6-5827-2125-E063-4804A8C08CC1},530000,2024-02-01 00:00,SE6 4DN,T,N,F,106,,SELWORTHY ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789701,{12A8BAB6-5828-2125-E063-4804A8C08CC1},830000,2024-02-16 00:00,SW2 3RP,T,N,F,17,,HOLMEWOOD ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789702,{12A8BAB6-582A-2125-E063-4804A8C08CC1},6150000,2024-02-09 00:00,W8 7EQ,T,N,F,85,,BEDFORD GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789703,{12A8BAB6-582C-2125-E063-4804A8C08CC1},2600000,2024-02-07 00:00,SE3 0UW,D,N,F,13,,ELIOT VALE,BLACKHEATH,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789704,{12A8BAB6-5831-2125-E063-4804A8C08CC1},765000,2024-01-18 00:00,SE27 9UB,S,N,F,43,,NORWOOD PARK ROAD,WEST NORWOOD,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789705,{12A8BAB6-5835-2125-E063-4804A8C08CC1},1425000,2024-02-14 00:00,SE10 8JY,T,N,F,25,,GUILDFORD GROVE,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789706,{2859C1AC-057A-52B4-E063-4804A8C05948},257000,2024-07-19 00:00,DA7 6SW,F,N,L,208,,EVERSLEY AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789707,{2859C1AB-EDDE-52B4-E063-4804A8C05948},555000,2024-11-05 00:00,EN4 8BG,T,N,F,33,,HENRY ROAD,,BARNET,BARNET,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789708,{2ACACE8C-86F6-295E-E063-4804A8C0B0EB},390000,2024-11-07 00:00,E3 4RW,F,N,L,"BRAID COURT, 27",FLAT 601,NELLIE CRESSALL WAY,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789709,{2ACACE8C-86F7-295E-E063-4804A8C0B0EB},615000,2024-08-23 00:00,HA6 2NF,F,N,L,KEVERE COURT,FLAT 14,KEWFERRY DRIVE,,NORTHWOOD,HILLINGDON,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789710,{2ACACE8C-86F8-295E-E063-4804A8C0B0EB},500000,2024-07-31 00:00,N17 9DT,T,N,L,17,,THACKERAY AVENUE,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789711,{2ACACE8C-86F9-295E-E063-4804A8C0B0EB},475000,2024-12-02 00:00,E8 1EP,F,N,L,"APEX HOUSE, 2",FLAT 3,SYLVESTER ROAD,,LONDON,HACKNEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789712,{2ACACE8C-86FA-295E-E063-4804A8C0B0EB},385000,2024-12-04 00:00,N8 7FH,F,N,L,COOPER COURT,FLAT 4,HIGH STREET,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789713,{2ACACE8C-86FB-295E-E063-4804A8C0B0EB},416000,2024-06-14 00:00,TW7 4JA,F,N,L,54,FLAT 5,THE GROVE,,ISLEWORTH,HOUNSLOW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789714,{2ACACE8C-86FC-295E-E063-4804A8C0B0EB},605000,2024-12-09 00:00,EN2 8FZ,T,N,F,26,,FRIAR ROAD,,ENFIELD,ENFIELD,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789715,{2ACACE8C-86FD-295E-E063-4804A8C0B0EB},640000,2024-11-14 00:00,NW7 1RF,F,N,L,"GARRISON HEIGHTS, 55",FLAT 10,HENRY DARLOT DRIVE,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789716,{2ACACE8C-86FE-295E-E063-4804A8C0B0EB},425000,2024-11-29 00:00,E3 2TF,F,N,L,72,FLAT 304,SMEED ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789717,{2ACACE8C-86FF-295E-E063-4804A8C0B0EB},415000,2024-12-13 00:00,W3 8UD,F,N,L,DICKINSON COURT,12,WHELAN ROAD,ACTON,LONDON,EALING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789718,{2ACACE8C-8700-295E-E063-4804A8C0B0EB},312000,2024-11-28 00:00,HA3 7RH,F,N,L,81,FLAT 1,PALMERSTON ROAD,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789719,{2ACACE8C-8701-295E-E063-4804A8C0B0EB},725000,2024-08-30 00:00,WC1X 9QZ,F,N,L,SANDERS HOUSE,FLAT 16,GREAT PERCY STREET,,LONDON,ISLINGTON,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789720,{2ACACE8C-8702-295E-E063-4804A8C0B0EB},685000,2024-10-30 00:00,E3 2TF,F,N,L,72,FLAT 407,SMEED ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789721,{2ACACE8C-8704-295E-E063-4804A8C0B0EB},445000,2024-06-14 00:00,NW9 0DW,F,N,L,WOODCROFT APARTMENTS,FLAT 11,SILVERWORKS CLOSE,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789722,{2ACACE8C-8705-295E-E063-4804A8C0B0EB},500000,2024-12-16 00:00,N20 0ER,F,N,L,"STANHOPE HOUSE, 6",FLAT 22,QUAYLE CRESCENT,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789723,{2ACACE8C-8706-295E-E063-4804A8C0B0EB},505000,2024-11-21 00:00,TW13 5JX,S,N,F,43,,WINCHESTER ROAD,,FELTHAM,HOUNSLOW,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789724,{2ACACE8C-8707-295E-E063-4804A8C0B0EB},650000,2024-11-25 00:00,E14 0ST,F,N,L,"AMELIA HOUSE, 41",FLAT 1008,LYELL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789725,{2ACACE8C-8709-295E-E063-4804A8C0B0EB},675000,2024-11-22 00:00,W3 8YG,F,N,L,DONNE COURT,44,BOLLO BRIDGE ROAD,,LONDON,EALING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789726,{2ACACE8C-870A-295E-E063-4804A8C0B0EB},480000,2024-11-04 00:00,E11 3DA,F,N,L,590,FLAT 3,HIGH ROAD LEYTONSTONE,,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789727,{2ACACE8C-870B-295E-E063-4804A8C0B0EB},581000,2024-11-29 00:00,W10 4BH,F,N,L,PRIME HOUSE 10,FLAT 26,BANISTER ROAD,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789728,{2ACACE8C-870C-295E-E063-4804A8C0B0EB},470000,2024-12-13 00:00,W10 4BH,F,N,L,PRIME HOUSE 10,FLAT 38,BANISTER ROAD,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789729,{2ACACE8C-870D-295E-E063-4804A8C0B0EB},235000,2024-11-22 00:00,NW10 8UT,F,N,L,91B,,ACTON LANE,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789730,{2ACACE8C-870E-295E-E063-4804A8C0B0EB},401650,2024-11-01 00:00,E17 6NL,F,N,L,25,,CORNWALLIS ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789731,{2ACACE8C-870F-295E-E063-4804A8C0B0EB},500000,2024-12-06 00:00,EN5 1PH,F,N,L,"PHOENIX COURT, 29",FLAT 5,STATION ROAD,NEW BARNET,BARNET,BARNET,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789732,{2ACACE8C-8710-295E-E063-4804A8C0B0EB},285000,2024-11-27 00:00,UB10 9HR,F,N,L,"OAKPOINT COURT, 52",FLAT 3,SUTTON COURT ROAD,,UXBRIDGE,HILLINGDON,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789733,{2ACACE8C-8711-295E-E063-4804A8C0B0EB},530000,2024-12-11 00:00,E8 3QA,F,N,L,39,FLAT 7,GRANSDEN AVENUE,,LONDON,HACKNEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789734,{2ACACE8C-8712-295E-E063-4804A8C0B0EB},285000,2024-11-29 00:00,NW2 6YQ,F,N,L,1,,WORCESTER CLOSE,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789735,{2ACACE8C-8713-295E-E063-4804A8C0B0EB},405000,2024-11-22 00:00,E17 3DN,F,N,L,MAPLE HOUSE,FLAT 3,THE DRIVE,WALTHAMSTOW,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789736,{2ACACE8C-8714-295E-E063-4804A8C0B0EB},620000,2024-12-13 00:00,N4 4HX,F,N,L,30,FLAT 3,MOUNT VIEW ROAD,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789737,{2ACACE8C-8715-295E-E063-4804A8C0B0EB},155000,2024-12-06 00:00,W3 8TB,F,N,L,HOPKINS COURT,4,WHELAN ROAD,ACTON,LONDON,EALING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789738,{2ACACE8C-8716-295E-E063-4804A8C0B0EB},412000,2024-12-06 00:00,UB10 9HR,F,N,L,"OAKPOINT COURT, 52",FLAT 1,SUTTON COURT ROAD,,UXBRIDGE,HILLINGDON,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789739,{2ACACE8C-8717-295E-E063-4804A8C0B0EB},270000,2024-12-13 00:00,EN1 3SE,F,N,L,13,,SKETTY ROAD,,ENFIELD,ENFIELD,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789740,{2ACACE8C-8F10-295E-E063-4804A8C0B0EB},2600000,2024-08-12 00:00,W10 6BT,T,N,F,24,,PANGBOURNE AVENUE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789741,{2ACACE8C-8F11-295E-E063-4804A8C0B0EB},400000,2024-11-01 00:00,IG1 4SD,F,N,L,7B,,AUCKLAND ROAD,,ILFORD,REDBRIDGE,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789742,{2ACACE8C-8F12-295E-E063-4804A8C0B0EB},2450000,2024-06-05 00:00,W8 6XA,F,N,L,63A,,ABINGDON VILLAS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789743,{2ACACE8C-8F13-295E-E063-4804A8C0B0EB},1260000,2024-04-04 00:00,W14 8QB,F,N,L,"DURRELS HOUSE, 28 - 46",FLAT 52,WARWICK GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789744,{2ACACE8C-8F14-295E-E063-4804A8C0B0EB},490000,2024-07-04 00:00,RM14 2LX,D,N,F,1,,BRIDGE AVENUE,,UPMINSTER,HAVERING,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789745,{12A8BAB6-44B1-2125-E063-4804A8C08CC1},420000,2024-01-10 00:00,DA16 1JA,S,N,F,315,,GIPSY ROAD,,WELLING,BEXLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789746,{12A8BAB6-44DA-2125-E063-4804A8C08CC1},1350000,2024-02-14 00:00,BR2 0NL,D,N,F,47,,KINGSWOOD ROAD,SHORTLANDS,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789747,{2ACACE8C-8F15-295E-E063-4804A8C0B0EB},625000,2024-08-13 00:00,W14 0NL,F,N,L,156,FLAT C,SINCLAIR ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789748,{2ACACE8C-8F16-295E-E063-4804A8C0B0EB},395000,2024-12-06 00:00,W6 9JH,F,N,L,"WESTWORTH HOUSE, 1",7,DOWN PLACE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789749,{2ACACE8C-8F17-295E-E063-4804A8C0B0EB},225000,2024-11-04 00:00,RM1 3FB,F,N,L,"VERVE APARTMENTS, 5",45,MERCURY GARDENS,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789750,{2ACACE8C-8F18-295E-E063-4804A8C0B0EB},925000,2024-11-18 00:00,SW3 3TH,F,N,L,JOUBERT MANSIONS,FLAT 22,JUBILEE PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789751,{2ACACE8C-8F19-295E-E063-4804A8C0B0EB},318000,2024-08-23 00:00,IG8 8EJ,F,N,L,9,,SANDS WAY,,WOODFORD GREEN,REDBRIDGE,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789752,{2ACACE8C-8F1A-295E-E063-4804A8C0B0EB},765000,2024-11-19 00:00,W6 7DY,F,N,L,"HAYMARKET HOUSE, 15",5,WOLVERTON GARDENS,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789753,{2ACACE8C-8F1B-295E-E063-4804A8C0B0EB},430000,2024-11-29 00:00,SW6 7JP,F,N,L,49,FLAT B,REPORTON ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789754,{2ACACE8C-8F1C-295E-E063-4804A8C0B0EB},238000,2024-12-12 00:00,RM6 4ET,F,N,L,PEARL COURT,FLAT 15,SERPENTINE CLOSE,CHADWELL HEATH,ROMFORD,REDBRIDGE,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789755,{2ACACE8C-8F1D-295E-E063-4804A8C0B0EB},350000,2024-11-29 00:00,RM1 4FD,F,N,L,"CHALLIS COURT, 1A",FLAT 4,OAKLANDS AVENUE,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789756,{2ACACE8C-8F1E-295E-E063-4804A8C0B0EB},300000,2024-11-29 00:00,RM11 2FA,F,N,L,"RIVERWOOD COURT, 101",FLAT 34,STAFFORD AVENUE,,HORNCHURCH,HAVERING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789757,{2ACACE8C-8F20-295E-E063-4804A8C0B0EB},1543000,2024-08-09 00:00,SW10 9JJ,F,N,L,79B,,REDCLIFFE GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789758,{2ACACE8C-8F21-295E-E063-4804A8C0B0EB},345000,2024-11-08 00:00,RM3 0LQ,F,N,L,WAYFARING COURT,FLAT 4,SAFFLOWER LANE,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789759,{2ACACE8C-8F22-295E-E063-4804A8C0B0EB},385000,2024-06-19 00:00,E18 2AB,F,N,L,"GLEBELANDS COURT, 29",FLAT 4,GLEBELANDS AVENUE,,LONDON,REDBRIDGE,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789760,{2ACACE8C-8F23-295E-E063-4804A8C0B0EB},475000,2024-11-25 00:00,SW6 1UD,F,N,L,"ARIANA APARTMENTS, 89",13,LILLIE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789761,{2ACACE8C-8F26-295E-E063-4804A8C0B0EB},965000,2024-11-07 00:00,SW6 2PW,F,N,L,180,FIRST FLOOR FLAT,STEPHENDALE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789762,{2ACACE8C-8F27-295E-E063-4804A8C0B0EB},525000,2024-12-09 00:00,W12 7FS,F,N,L,"3 TELEVISION CENTRE, 101",APARTMENT 104,WOOD LANE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789763,{2ACACE8C-8F28-295E-E063-4804A8C0B0EB},625000,2024-07-24 00:00,W12 7GN,F,N,L,3,APARTMENT 507,WOOD CRESCENT,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789764,{2ACACE8C-8F29-295E-E063-4804A8C0B0EB},455000,2024-11-22 00:00,W12 9BH,F,N,L,2A,,ASKEW ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789765,{2ACACE8C-8F2A-295E-E063-4804A8C0B0EB},460000,2024-04-24 00:00,RM12 6DS,S,N,F,18,,NEWMARKET WAY,,HORNCHURCH,HAVERING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789766,{2ACACE8C-8F2B-295E-E063-4804A8C0B0EB},212500,2024-06-07 00:00,RM14 1EB,F,N,L,10B,,MOOR LANE,,UPMINSTER,HAVERING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789767,{2ACACE8C-8F2C-295E-E063-4804A8C0B0EB},427500,2024-11-22 00:00,W14 9LJ,F,N,L,PASSFIELDS,14,STAR ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789768,{2ACACE8C-8F2D-295E-E063-4804A8C0B0EB},1150000,2024-11-28 00:00,W6 0BE,F,N,L,11A,GARDEN FLAT,BRACKENBURY ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789769,{2ACACE8C-8F2E-295E-E063-4804A8C0B0EB},515000,2024-11-20 00:00,E18 2EF,F,N,L,"ORESTES COURT, 39",FLAT 2,WOODFORD ROAD,,LONDON,REDBRIDGE,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789770,{2ACACE8C-8F2F-295E-E063-4804A8C0B0EB},436750,2024-12-12 00:00,E18 1ED,F,N,L,24,FLAT A,MULBERRY WAY,,LONDON,REDBRIDGE,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789771,{2ACACE8C-8F30-295E-E063-4804A8C0B0EB},114000,2024-11-22 00:00,RM5 2DF,F,N,L,"CHAFFINCH LODGE, 1",FLAT 4,ST JOHNS ROAD,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789772,{2ACACE8C-8F31-295E-E063-4804A8C0B0EB},695000,2024-12-06 00:00,W14 8HB,F,N,L,27,FLAT 3,ELSHAM ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789773,{12A8BAB6-4533-2125-E063-4804A8C08CC1},410000,2024-01-26 00:00,DA14 4PW,S,N,F,42,,DAVENPORT ROAD,,SIDCUP,BEXLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789774,{12A8BAB6-458E-2125-E063-4804A8C08CC1},375000,2024-02-05 00:00,DA16 2LQ,T,N,F,115,,YORKLAND AVENUE,,WELLING,BEXLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3789775,{2859C1AC-0332-52B4-E063-4804A8C05948},540000,2024-10-31 00:00,BR3 3SD,T,N,F,14,,AYLESFORD AVENUE,,BECKENHAM,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789776,{2859C1AC-0333-52B4-E063-4804A8C05948},410000,2024-10-28 00:00,DA8 3DY,T,N,F,128,,PARK CRESCENT,,ERITH,BEXLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789777,{2859C1AC-0335-52B4-E063-4804A8C05948},423500,2024-10-25 00:00,DA16 1RJ,S,N,F,34,,LYME ROAD,,WELLING,BEXLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789778,{2859C1AC-0336-52B4-E063-4804A8C05948},615000,2024-06-20 00:00,DA5 1NU,S,N,F,7,,ALBERT ROAD,,BEXLEY,BEXLEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3789779,{2859C1AC-033B-52B4-E063-4804A8C05948},466000,2024-09-27 00:00,DA17 6LY,S,N,F,112,,PARSONAGE MANORWAY,,BELVEDERE,BEXLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789780,{2859C1AC-033C-52B4-E063-4804A8C05948},455000,2024-08-05 00:00,DA16 1PB,S,N,F,83,,LYNMERE ROAD,,WELLING,BEXLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789781,{2859C1AC-0341-52B4-E063-4804A8C05948},400000,2024-10-31 00:00,DA7 6NJ,T,N,F,40,,PARKSIDE AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789782,{2859C1AC-0342-52B4-E063-4804A8C05948},598000,2024-09-27 00:00,DA5 3AY,T,N,F,49,,SHIRLEY AVENUE,,BEXLEY,BEXLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3789783,{2859C1AC-0344-52B4-E063-4804A8C05948},700000,2024-11-11 00:00,BR6 6JY,S,N,F,31,,GLENTRAMMON AVENUE,,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789784,{2859C1AC-034A-52B4-E063-4804A8C05948},350000,2024-10-30 00:00,BR5 3EH,T,N,F,1,,STATION ROAD,ST MARY CRAY,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3789785,{2859C1AC-0587-52B4-E063-4804A8C05948},925000,2024-07-26 00:00,BR1 2BJ,D,N,F,16,,COATES HILL ROAD,,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
