Region,House_Type,Year,Price,Growth
Croydon,S,1996,90624.18373,5.205857269
Croydon,S,1997,102980.627,13.63481888
Croydon,S,1998,117714.9569,14.30786576
Croydon,S,1999,132723.0408,12.74951316
Croydon,S,2000,162722.8577,22.6033224
Croydon,S,2001,182312.2369,12.03849266
Croydon,S,2002,212197.9334,16.39258943
Croydon,S,2003,238755.4007,12.51542221
Croydon,S,2004,251877.3977,5.496000076
Croydon,S,2005,265328.3972,5.340296363
Croydon,S,2006,278163.079,4.83728163
Croydon,S,2007,307656.5616,10.60294655
Croydon,S,2008,305167.0718,-0.809178192
Croydon,S,2009,267934.9719,-12.20056271
Croydon,S,2010,296301.9853,10.58727542
Croydon,S,2011,293533.4337,-0.934368205
Croydon,S,2012,303465.7467,3.383707541
Croydon,S,2013,318905.218,5.087714674
Croydon,S,2014,377504.417,18.37511451
Croydon,S,2015,416918.9886,10.44082396
Croydon,S,2016,456623.8581,9.523401563
Croydon,S,2017,488538.1023,6.989175819
Croydon,S,2018,492705.6153,0.853057922
Croydon,S,2019,487858.8787,-0.983698263
Croydon,S,2020,494135.2193,1.286507399
Croydon,S,2021,531346.9097,7.530669537
Croydon,S,2022,571893.481,7.630903748
Croydon,S,2023,551222.8436,-3.614420882
Croydon,S,2024,544775.9444,-1.169563128
Croydon,T,1995,66324.87537,
Croydon,T,1996,66260.08821,-0.097681544
Croydon,T,1997,74728.7422,12.78092773
Croydon,T,1998,84975.68219,13.71218046
Croydon,T,1999,98718.38173,16.17250864
Croydon,T,2000,121608.1768,23.18696347
Croydon,T,2001,135677.8404,11.569669
Croydon,T,2002,159704.0691,17.70829244
Croydon,T,2003,186432.7545,16.73638343
Croydon,T,2004,199405.3841,6.958342489
Croydon,T,2005,207852.2733,4.236038682
Croydon,T,2006,217253.4031,4.522986287
Croydon,T,2007,239578.3858,10.27601059
Croydon,T,2008,237075.5563,-1.044680832
Croydon,T,2009,208373.667,-12.1066422
Croydon,T,2010,222752.7933,6.90064464
Croydon,T,2011,224591.7076,0.825540408
Croydon,T,2012,232653.1538,3.589378379
Croydon,T,2013,254410.6526,9.351903652
Croydon,T,2014,291747.056,14.67564471
Croydon,T,2015,332122.6187,13.83923567
Croydon,T,2016,373306.7268,12.40027201
Croydon,T,2017,389822.0532,4.424063428
Croydon,T,2018,390547.1129,0.185997622
Croydon,T,2019,387997.5487,-0.652818601
Croydon,T,2020,407457.3147,5.015435297
Croydon,T,2021,420285.2883,3.148298751
Croydon,T,2022,455459.66,8.369165592
Croydon,T,2023,440172.0191,-3.356530182
Croydon,T,2024,431887.1161,-1.882196633
Dartford,S,2015,255000,
Dartford,S,2018,462500,81.37254902
Ealing,D,1995,233534.9793,
Ealing,D,1996,248421.7396,6.374531266
Ealing,D,1997,297397.2874,19.7146787
Ealing,D,1998,315453.7436,6.071493252
Ealing,D,1999,399620.1563,26.68106319
Ealing,D,2000,497109.4586,24.39549177
Ealing,D,2001,482864.3865,-2.865580571
Ealing,D,2002,530468.1789,9.858625688
Ealing,D,2003,580205.6923,9.376153996
Ealing,D,2004,639005.4444,10.13429425
Ealing,D,2005,669634.9593,4.793310475
Ealing,D,2006,784449.4162,17.14582777
Ealing,D,2007,889230.0357,13.35721812
Ealing,D,2008,843517.6061,-5.140675395
Ealing,D,2009,843318.9189,-0.023554593
Ealing,D,2010,871343.5376,3.323134118
Ealing,D,2011,908950,4.315916827
Ealing,D,2012,1082963.107,19.14440913
Ealing,D,2013,1100506.942,1.61998457
Ealing,D,2014,1276282.265,15.97221393
Ealing,D,2015,1114825.22,-12.65057498
Ealing,D,2016,1383638.462,24.11259061
Ealing,D,2017,1497863.247,8.255392507
Ealing,D,2018,1332649.175,-11.02998371
Ealing,D,2019,1375097.4,3.185251267
Ealing,D,2020,1429308.722,3.942362354
Ealing,D,2021,1543701.938,8.003394503
Ealing,D,2022,1620487.62,4.974126158
Ealing,D,2023,1517465.814,-6.357457139
Ealing,D,2024,1762594.919,16.15384694
Ealing,F,1995,64532.42736,
Ealing,F,1996,68156.96661,5.616616957
Ealing,F,1997,81304.53251,19.2901277
Ealing,F,1998,91842.17026,12.96070149
Ealing,F,1999,113596.2305,23.68635253
Ealing,F,2000,126737.8515,11.56871226
Ealing,F,2001,145640.074,14.91442556
Ealing,F,2002,169083.9848,16.09715657
Ealing,F,2003,178708.5964,5.692207739
Ealing,F,2004,196320.2511,9.854956624
Ealing,F,2005,200182.1636,1.967149301
Ealing,F,2006,219346.1582,9.573277837
Ealing,F,2007,248097.6641,13.10782284
Ealing,F,2008,244065.9407,-1.625054943
Ealing,F,2009,225410.3131,-7.643683334
Ealing,F,2010,242187.7587,7.443069219
Ealing,F,2011,253767.8934,4.781469859
Ealing,F,2012,276160.3946,8.824008765
Ealing,F,2013,297122.5042,7.590556095
Ealing,F,2014,340079.0274,14.4575125
Ealing,F,2015,404279.5916,18.87813095
Ealing,F,2016,421875.9103,4.352512253
Ealing,F,2017,433946.6299,2.861201426
Ealing,F,2018,410188.1169,-5.474985029
Ealing,F,2019,407300.7667,-0.703908771
Ealing,F,2020,424087.2775,4.121404173
Ealing,F,2021,426487.972,0.566085013
Ealing,F,2022,452330.5976,6.059403125
Ealing,F,2023,433884.9126,-4.077921116
Ealing,F,2024,408953.8019,-5.746019272
Ealing,O,2001,150000,
Ealing,O,2006,80000,-46.66666667
Ealing,O,2010,595032.5,643.790625
Ealing,O,2011,300000,-49.58258583
Ealing,O,2013,1819258.231,506.4194103
Ealing,O,2014,2537961.595,39.50529681
Ealing,O,2015,2568939.189,1.22056988
Ealing,O,2016,2159950.608,-15.92052406
Ealing,O,2017,4267453.599,97.57181411
Ealing,O,2018,1697292.454,-60.22704372
Ealing,O,2019,1786549.345,5.258780854
Ealing,O,2020,2292270.011,28.30711996
Ealing,O,2021,1801621.187,-21.40449519
Ealing,O,2022,2492947.682,38.37246698
Ealing,O,2023,2823180.397,13.2466765
Ealing,O,2024,1702590.511,-39.69246482
Ealing,S,1995,114307.0398,
Ealing,S,1996,119089.2714,4.183671969
Ealing,S,1997,140344.6044,17.84823496
Ealing,S,1998,168503.5173,20.0641222
Ealing,S,1999,187015.0036,10.98581598
Ealing,S,2000,222702.0568,19.08245459
Ealing,S,2001,248315.4419,11.50118931
Ealing,S,2002,291915.3926,17.55829212
Ealing,S,2003,295978.2025,1.391776532
Ealing,S,2004,329822.318,11.43466485
Ealing,S,2005,353221.519,7.094486848
Ealing,S,2006,377539.868,6.884730312
Ealing,S,2007,421995.0156,11.77495448
Ealing,S,2008,416083.1558,-1.400931183
Ealing,S,2009,407616.5078,-2.034845179
Ealing,S,2010,449751.2207,10.33685145
Ealing,S,2011,484894.4458,7.813925452
Ealing,S,2012,506950.7627,4.548684183
Ealing,S,2013,579951.5566,14.39997712
Ealing,S,2014,681910.9695,17.58067752
Ealing,S,2015,692438.0509,1.543761849
Ealing,S,2016,739877.3279,6.851049987
Ealing,S,2017,750830.5109,1.480405276
Ealing,S,2018,720474.5397,-4.042985842
Ealing,S,2019,735589.2873,2.097887825
Ealing,S,2020,728131.5906,-1.013839764
Ealing,S,2021,807594.1779,10.91321792
Ealing,S,2022,878582.5556,8.790105183
Ealing,S,2023,854163.4084,-2.779379927
Ealing,S,2024,854845.89,0.079900588
Ealing,T,1995,90673.58732,
Ealing,T,1996,96815.16837,6.773285619
Ealing,T,1997,119623.5128,23.55864768
Ealing,T,1998,134205.1798,12.18963287
Ealing,T,1999,159134.1572,18.57527213
Ealing,T,2000,186120.4125,16.95817904
Ealing,T,2001,207648.1593,11.56656949
Ealing,T,2002,236620.5832,13.95265144
Ealing,T,2003,254327.4499,7.4832318
Ealing,T,2004,277305.777,9.034937857
Ealing,T,2005,287737.0793,3.761660661
Ealing,T,2006,313179.8522,8.842368512
Ealing,T,2007,356591.6846,13.86163002
Ealing,T,2008,360672.1278,1.144290037
Ealing,T,2009,352954.5463,-2.139777613
Ealing,T,2010,387560.2158,9.804568269
Ealing,T,2011,411458.2063,6.166265149
Ealing,T,2012,444898.5227,8.127269288
Ealing,T,2013,474501.5917,6.653892398
Ealing,T,2014,565552.966,19.18884487
Ealing,T,2015,590137.5,4.346990547
Ealing,T,2016,612513.947,3.791734465
Ealing,T,2017,618695.334,1.009183069
Ealing,T,2018,613644.7678,-0.816325255
Ealing,T,2019,622284.9098,1.408003862
Ealing,T,2020,626009.1083,0.598471605
Ealing,T,2021,675786.3777,7.951524782
Ealing,T,2022,722744.6189,6.948681242
Ealing,T,2023,723092.9024,0.048189008
Ealing,T,2024,713372.7216,-1.344250614
Elmbridge,D,1995,55000,
Elmbridge,D,1996,100000,81.81818182
Elmbridge,D,2003,112000,12
Elmbridge,D,2005,205750,83.70535714
Elmbridge,D,2006,307500,49.45321993
Elmbridge,D,2007,238750,-22.35772358
Elmbridge,D,2011,435000,82.19895288
Elmbridge,D,2013,1325000,204.5977011
Elmbridge,D,2014,485000,-63.39622642
Elmbridge,D,2015,292500,-39.69072165
Elmbridge,D,2016,392000,34.01709402
Elmbridge,D,2019,527500,34.56632653
Elmbridge,D,2023,650000,23.22274882
Elmbridge,F,1995,86000,
Elmbridge,F,1996,126000,46.51162791
Elmbridge,F,1998,169950,34.88095238
Elmbridge,F,1999,99250,-41.60047073
Elmbridge,F,2000,213272.7273,114.88436
Elmbridge,F,2001,260500,22.14407502
Elmbridge,F,2002,196875,-24.42418426
Elmbridge,F,2003,206500,4.888888889
Elmbridge,F,2004,296000,43.34140436
Elmbridge,F,2005,261500,-11.65540541
Elmbridge,F,2006,234950,-10.15296367
Elmbridge,F,2012,435050,85.16705682
Elmbridge,F,2015,505816.6667,16.26632954
Elmbridge,F,2017,410000,-18.94296352
Elmbridge,F,2020,365000,-10.97560976
Elmbridge,F,2023,405000,10.95890411
Elmbridge,S,2002,425000,
Elmbridge,S,2003,398750,-6.176470588
Elmbridge,S,2007,195000,-51.09717868
Elmbridge,T,1995,48000,
Elmbridge,T,2003,390000,712.5
Elmbridge,T,2011,600000,53.84615385
Elmbridge,T,2020,495000,-17.5
Enfield,D,1995,212990.1245,
Enfield,D,1996,219349.2308,2.985634336
Enfield,D,1997,236037.8766,7.608253641
Enfield,D,1998,275563.8863,16.74562161
Enfield,D,1999,322414.0229,17.00155171
Enfield,D,2000,373554.4272,15.86171838
Enfield,D,2001,390070.3166,4.421280578
Enfield,D,2002,487005.1815,24.85061304
Enfield,D,2003,517268.7918,6.214227585
Enfield,D,2004,577040.3088,11.55521422
Enfield,D,2005,611835.7798,6.029989657
Enfield,D,2006,678167.947,10.84149855
Enfield,D,2007,689730.9401,1.705033857
Enfield,D,2008,865581.575,25.49554104
Enfield,D,2009,734229.9835,-15.17495235
Enfield,D,2010,785795.2362,7.023038273
Enfield,D,2011,669705.1304,-14.77358228
Enfield,D,2012,694070.5873,3.638236555
Enfield,D,2013,704185.3684,1.457313032
Enfield,D,2014,885723.7376,25.77991213
Enfield,D,2015,880040.15,-0.641688529
Enfield,D,2016,1093295.503,24.23245723
Enfield,D,2017,1099167.55,0.537096022
Enfield,D,2018,1110027.407,0.988007472
Enfield,D,2019,1051751.747,-5.249929861
Enfield,D,2020,1079731.721,2.660321111
Enfield,D,2021,1214642.571,12.49484925
Enfield,D,2022,1330226.215,9.515856432
Enfield,D,2023,1202645.984,-9.590867255
Enfield,D,2024,1221105.171,1.534881184
Enfield,F,1995,52457.58944,
Enfield,F,1996,54433.03292,3.765791562
Enfield,F,1997,63526.87185,16.70647113
Enfield,F,1998,70657.5965,11.22473757
Enfield,F,1999,76046.39827,7.62664177
Enfield,F,2000,89926.86706,18.25263142
Enfield,F,2001,108854.7365,21.04806944
Enfield,F,2002,127161.6278,16.81772605
Enfield,F,2003,150065.9762,18.01199683
Enfield,F,2004,160542.3068,6.981149763
Enfield,F,2005,165454.364,3.05966531
Enfield,F,2006,170043.9099,2.773904379
Enfield,F,2007,191920.8532,12.8654671
Enfield,F,2008,190325.467,-0.831272966
Enfield,F,2009,186904.4593,-1.797451361
Enfield,F,2010,195481.9462,4.589236072
Enfield,F,2011,187856.2616,-3.900966146
Enfield,F,2012,200560.1022,6.762532406
Enfield,F,2013,214726.0028,7.063169813
Enfield,F,2014,228240.4274,6.29379972
Enfield,F,2015,264431.2403,15.85644284
Enfield,F,2016,307488.7854,16.28307802
Enfield,F,2017,313456.803,1.9408895
Enfield,F,2018,302281.0396,-3.56532808
Enfield,F,2019,303835.8613,0.514362954
Enfield,F,2020,328860.1916,8.236134563
Enfield,F,2021,336583.3912,2.348475055
Enfield,F,2022,331227.662,-1.591204232
Enfield,F,2023,337493.7852,1.891787405
Enfield,F,2024,323141.8186,-4.252512863
Enfield,O,2001,132500,
Enfield,O,2004,2000,-98.49056604
Enfield,O,2012,11400000,569900
Enfield,O,2013,2685933.333,-76.43918129
Enfield,O,2014,3024638.952,12.61035093
Enfield,O,2015,3445495.969,13.91428939
Enfield,O,2016,2796909,-18.82419759
Enfield,O,2017,847376.8057,-69.70309704
Enfield,O,2018,1609575.639,89.94804059
Enfield,O,2019,1834138.231,13.95166444
Enfield,O,2020,1852941.357,1.025174987
Enfield,O,2021,1636096.106,-11.70275844
Enfield,O,2022,1320454.957,-19.29233545
Enfield,O,2023,2645482.113,100.3462593
Enfield,O,2024,1465656.506,-44.59775408
Enfield,S,1995,106514.6751,
Enfield,S,1996,113735.3226,6.779016581
Enfield,S,1997,127246.4618,11.87945741
Enfield,S,1998,144001.0761,13.16705712
Enfield,S,1999,162545.4366,12.87793187
Enfield,S,2000,191672.6623,17.91943618
Enfield,S,2001,208282.4022,8.665680173
Enfield,S,2002,241598.3031,15.99554285
Enfield,S,2003,280128.0781,15.94786653
Enfield,S,2004,290822.0633,3.817534216
Enfield,S,2005,305688.3699,5.111822151
Enfield,S,2006,324831.2537,6.262221815
Enfield,S,2007,361384.2427,11.25291627
Enfield,S,2008,359333.2932,-0.567525988
Enfield,S,2009,337638.7285,-6.037449118
Enfield,S,2010,370041.9876,9.597020822
Enfield,S,2011,383377.2984,3.603729105
Enfield,S,2012,403532.583,5.257297376
Enfield,S,2013,437954.6731,8.530188532
Enfield,S,2014,501238.1635,14.44978083
Enfield,S,2015,547245.4286,9.178723489
Enfield,S,2016,597376.3852,9.160598512
Enfield,S,2017,618338.0552,3.50895526
Enfield,S,2018,605077.3065,-2.144579104
Enfield,S,2019,623783.8071,3.091588532
Enfield,S,2020,650675.1971,4.311011221
Enfield,S,2021,668913.6304,2.803001159
Enfield,S,2022,726910.9704,8.670377961
Enfield,S,2023,705644.901,-2.925539749
Enfield,S,2024,693446.8816,-1.728634241
Enfield,T,1995,73522.60804,
Enfield,T,1996,77684.07357,5.660116863
Enfield,T,1997,89583.27847,15.31743168
Enfield,T,1998,100384.5047,12.0571902
Enfield,T,1999,113051.0801,12.6180583
Enfield,T,2000,135405.054,19.77333952
Enfield,T,2001,150123.1727,10.86969677
Enfield,T,2002,176273.2441,17.41907718
Enfield,T,2003,204324.7187,15.91363157
Enfield,T,2004,221634.7947,8.471846232
Enfield,T,2005,227906.1759,2.829601389
Enfield,T,2006,236552.5998,3.793852409
Enfield,T,2007,262310.4329,10.88883957
Enfield,T,2008,264969.7963,1.013822958
Enfield,T,2009,245046.0783,-7.519241185
Enfield,T,2010,268655.2038,9.63456574
Enfield,T,2011,273029.9027,1.628369316
Enfield,T,2012,283164.9427,3.712062276
Enfield,T,2013,302539.4765,6.842137166
Enfield,T,2014,333654.9062,10.2847503
Enfield,T,2015,373298.971,11.88175688
Enfield,T,2016,427498.8055,14.5191492
Enfield,T,2017,452450.8848,5.83676
Enfield,T,2018,449317.6043,-0.692512842
Enfield,T,2019,439868.3725,-2.103018387
Enfield,T,2020,455877.481,3.639522538
Enfield,T,2021,479699.8265,5.225602592
Enfield,T,2022,514309.4707,7.214854438
Enfield,T,2023,493686.7028,-4.009797425
Enfield,T,2024,493059.2097,-0.127103503
Epping Forest,D,1996,195000,
Epping Forest,F,2005,113500,
Epping Forest,F,2008,167500,47.57709251
Epping Forest,F,2009,155000,-7.462686567
Epping Forest,F,2012,180000,16.12903226
Epping Forest,F,2014,185000,2.777777778
Epping Forest,F,2018,268500,45.13513514
Epping Forest,F,2021,203000,-24.39478585
Epping Forest,F,2022,305000,50.24630542
Epping Forest,F,2023,295000,-3.278688525
Epping Forest,O,2020,72843,
Epping Forest,O,2024,2890000,3867.436816
Epping Forest,S,1996,98000,
Epping Forest,S,1997,126500,29.08163265
Epping Forest,S,2004,310000,145.0592885
Epping Forest,T,1996,66500,
Epping Forest,T,1997,120000,80.45112782
Epping Forest,T,2001,99310,-17.24166667
Epping Forest,T,2002,188000,89.30621287
Epping Forest,T,2006,290000,54.25531915
Epping Forest,T,2013,240000,-17.24137931
Epping Forest,T,2014,425000,77.08333333
Epping Forest,T,2015,420000,-1.176470588
Epping Forest,T,2022,565000,34.52380952
Epsom And Ewell,D,1996,168000,
Epsom And Ewell,D,1997,217000,29.16666667
Epsom And Ewell,D,1999,285000,31.33640553
Epsom And Ewell,D,2001,333333.3333,16.95906433
Epsom And Ewell,D,2002,400000,20
Epsom And Ewell,D,2003,420000,5
Epsom And Ewell,D,2004,489000,16.42857143
Epsom And Ewell,D,2005,330000,-32.51533742
Epsom And Ewell,D,2006,390000,18.18181818
Epsom And Ewell,D,2007,425000,8.974358974
Epsom And Ewell,D,2011,615000,44.70588235
Epsom And Ewell,D,2012,540000,-12.19512195
Epsom And Ewell,D,2014,815000,50.92592593
Epsom And Ewell,D,2017,885000,8.588957055
Epsom And Ewell,D,2018,535000,-39.5480226
Epsom And Ewell,D,2019,890000,66.35514019
Epsom And Ewell,D,2023,845000,-5.056179775
Epsom And Ewell,D,2024,1135000,34.31952663
Epsom And Ewell,S,1995,96500,
Epsom And Ewell,S,1996,133000,37.8238342
Epsom And Ewell,S,1997,175000,31.57894737
Epsom And Ewell,S,1998,154333.3333,-11.80952381
Epsom And Ewell,S,1999,169995,10.14794816
Epsom And Ewell,S,2000,180000,5.88546722
Epsom And Ewell,S,2001,215000,19.44444444
Epsom And Ewell,S,2002,224975,4.639534884
Epsom And Ewell,S,2003,340000,51.1279031
Epsom And Ewell,S,2004,258000,-24.11764706
Epsom And Ewell,S,2005,321250,24.51550388
Epsom And Ewell,S,2006,333000,3.657587549
Epsom And Ewell,S,2009,340000,2.102102102
Epsom And Ewell,S,2010,417500,22.79411765
Epsom And Ewell,S,2012,438000,4.910179641
Epsom And Ewell,S,2015,470000,7.305936073
Epsom And Ewell,S,2018,585000,24.46808511
Epsom And Ewell,S,2019,590000,0.854700855
Epsom And Ewell,S,2020,638000,8.13559322
Epsom And Ewell,S,2021,665000,4.231974922
Epsom And Ewell,T,2004,213000,
Epsom And Ewell,T,2007,345000,61.97183099
Epsom And Ewell,T,2023,625000,81.15942029
Exeter,O,2020,7000,
Greenwich,D,1995,157330.3409,
Greenwich,D,1996,176208.4328,11.99901546
Greenwich,D,1997,208333.5571,18.2313206
Greenwich,D,1998,236535,13.53667803
Greenwich,D,1999,287772.9933,21.66190768
Greenwich,D,2000,290970.4104,1.111090057
Greenwich,D,2001,295763.6346,1.647323575
Greenwich,D,2002,348420.8636,17.80382131
Greenwich,D,2003,428020.8716,22.84593612
Greenwich,D,2004,478387.125,11.76724239
Greenwich,D,2005,513116.7374,7.259729737
Greenwich,D,2006,531917.8218,3.66409494
Greenwich,D,2007,627056.3429,17.8859435
Greenwich,D,2008,788642.8393,25.76905541
Greenwich,D,2009,662482.6552,-15.99712542
Greenwich,D,2010,737578.4127,11.33550546
Greenwich,D,2011,788592.8429,6.916475493
Greenwich,D,2012,772603.5082,-2.027577958
Greenwich,D,2013,828487.6543,7.233224485
Greenwich,D,2014,781931.1474,-5.619456936
Greenwich,D,2015,918826.5333,17.5073453
Greenwich,D,2016,900467,-1.998150104
Greenwich,D,2017,938195.2344,4.189851974
Greenwich,D,2018,940572.3514,0.253371248
Greenwich,D,2019,883738.6364,-6.042460732
Greenwich,D,2020,1000020.229,13.15791654
Greenwich,D,2021,1055572.436,5.555108361
Greenwich,D,2022,1063031.696,0.706655486
Greenwich,D,2023,1098656.863,3.351279782
Greenwich,D,2024,1027235.132,-6.500822376
Greenwich,F,1995,57949.51355,
Greenwich,F,1996,55866.34478,-3.594799408
Greenwich,F,1997,61787.80021,10.59932496
Greenwich,F,1998,69618.86563,12.67412887
Greenwich,F,1999,87715.13161,25.99333646
Greenwich,F,2000,100081.3125,14.09811592
Greenwich,F,2001,134172.7224,34.06371177
Greenwich,F,2002,160807.7264,19.85128088
Greenwich,F,2003,173910.1715,8.147895247
Greenwich,F,2004,184949.1607,6.347523621
Greenwich,F,2005,201722.9353,9.069397519
Greenwich,F,2006,215455.0141,6.807395875
Greenwich,F,2007,226883.6605,5.304423513
Greenwich,F,2008,228229.6035,0.593230469
Greenwich,F,2009,225632.3533,-1.137998827
Greenwich,F,2010,248821.4236,10.27736934
Greenwich,F,2011,254592.1157,2.319210311
Greenwich,F,2012,245520.2482,-3.563294745
Greenwich,F,2013,299997.99,22.18869611
Greenwich,F,2014,327623.8547,9.208683275
Greenwich,F,2015,350125.0808,6.86800605
Greenwich,F,2016,399237.8799,14.02721534
Greenwich,F,2017,416871.4292,4.416802658
Greenwich,F,2018,427244.1489,2.488229937
Greenwich,F,2019,455314.2376,6.57003466
Greenwich,F,2020,466721.0079,2.505252293
Greenwich,F,2021,425246.1133,-8.886442632
Greenwich,F,2022,455747.6705,7.172683356
Greenwich,F,2023,405300.4266,-11.06911723
Greenwich,F,2024,406790.931,0.367752971
Greenwich,O,2000,70000,
Greenwich,O,2006,47500,-32.14285714
Greenwich,O,2007,1000,-97.89473684
Greenwich,O,2012,4436245,443524.5
Greenwich,O,2013,3239449.9,-26.97766016
Greenwich,O,2014,3334311.1,2.928311995
Greenwich,O,2015,2815246.436,-15.56737355
Greenwich,O,2016,2299880.111,-18.30625974
Greenwich,O,2017,1076724.542,-53.18344913
Greenwich,O,2018,2084317.007,93.57940913
Greenwich,O,2019,784554.4808,-62.35915755
Greenwich,O,2020,4672965.31,495.6202436
Greenwich,O,2021,1856402.11,-60.2735739
Greenwich,O,2022,1710912.97,-7.837156595
Greenwich,O,2023,1354840.325,-20.81185026
Greenwich,O,2024,1963707.627,44.94015208
Greenwich,S,1995,94467.43421,
Greenwich,S,1996,93704.76461,-0.807335995
Greenwich,S,1997,104877.1297,11.92294237
Greenwich,S,1998,117079.1004,11.6345391
Greenwich,S,1999,134241.4977,14.65880524
Greenwich,S,2000,163293.2951,21.6414432
Greenwich,S,2001,174404.7521,6.804600891
Greenwich,S,2002,204825.5658,17.44265179
Greenwich,S,2003,229439.6263,12.01708414
Greenwich,S,2004,244245.6069,6.453105262
Greenwich,S,2005,263729.6306,7.977225823
Greenwich,S,2006,275077.7687,4.302943912
Greenwich,S,2007,313320.639,13.90256672
Greenwich,S,2008,326071.9939,4.069746248
Greenwich,S,2009,295570.4953,-9.354222123
Greenwich,S,2010,314346.4037,6.352429865
Greenwich,S,2011,335347.8613,6.680991818
Greenwich,S,2012,356077.5628,6.181551745
Greenwich,S,2013,377098.4485,5.903456966
Greenwich,S,2014,423445.9343,12.2905533
Greenwich,S,2015,486580.2679,14.90965634
Greenwich,S,2016,540738.8804,11.13045802
Greenwich,S,2017,541366.6152,0.116088339
Greenwich,S,2018,544143.9115,0.513015816
Greenwich,S,2019,539491.7109,-0.854957762
Greenwich,S,2020,588362.4298,9.058659822
Greenwich,S,2021,600424.2363,2.050064023
Greenwich,S,2022,645181.1667,7.454217812
Greenwich,S,2023,643514.4688,-0.258330218
Greenwich,S,2024,646147.5143,0.409166486
Greenwich,T,1995,68143.91091,
Greenwich,T,1996,70264.11612,3.111364156
Greenwich,T,1997,77411.51989,10.17219622
Greenwich,T,1998,92818.13454,19.90222472
Greenwich,T,1999,110126.7494,18.64788055
Greenwich,T,2000,129287.7491,17.39904225
Greenwich,T,2001,141724.0738,9.619105298
Greenwich,T,2002,169594.9478,19.66558913
Greenwich,T,2003,189219.9396,11.57168423
Greenwich,T,2004,209643.8214,10.79372595
Greenwich,T,2005,225482.5075,7.555045536
Greenwich,T,2006,237967.9419,5.537207528
Greenwich,T,2007,266331.5051,11.91906897
Greenwich,T,2008,262613.9726,-1.39582903
Greenwich,T,2009,259486.0366,-1.191077535
Greenwich,T,2010,303364.5058,16.90976123
Greenwich,T,2011,297235.6761,-2.020285681
Greenwich,T,2012,307407.1178,3.422012389
Greenwich,T,2013,323522.3462,5.242308172
Greenwich,T,2014,374727.761,15.82747388
Greenwich,T,2015,417008.5349,11.2830642
Greenwich,T,2016,456148.8615,9.385977341
Greenwich,T,2017,472940.8243,3.681246243
Greenwich,T,2018,481598.426,1.830588785
Greenwich,T,2019,483345.1911,0.362701579
Greenwich,T,2020,503260.4963,4.12030688
Greenwich,T,2021,531542.4425,5.619742946
Greenwich,T,2022,564531.6146,6.206310054
Greenwich,T,2023,543868.843,-3.660161983
Greenwich,T,2024,563256.589,3.564783354
Hackney,D,1995,143412.5,
Hackney,D,1996,93131.81818,-35.06018082
Hackney,D,1997,165304.3182,77.49499732
Hackney,D,1998,220040.8333,33.11257428
Hackney,D,1999,253799.2917,15.34190624
Hackney,D,2000,317787.5,25.21213039
Hackney,D,2001,319663.8824,0.590451907
Hackney,D,2002,293433,-8.20576981
Hackney,D,2003,475000,61.87681685
Hackney,D,2004,493958.3333,3.99122807
Hackney,D,2005,509000,3.045128638
Hackney,D,2006,761500,49.60707269
Hackney,D,2007,631925,-17.01575837
Hackney,D,2008,729492.8571,15.43978433
Hackney,D,2009,801666.6667,9.893696534
Hackney,D,2010,799039.2105,-0.327749207
Hackney,D,2011,502428.5714,-37.12091161
Hackney,D,2012,661750,31.71026443
Hackney,D,2013,718800,8.621080468
Hackney,D,2014,956875,33.12117418
Hackney,D,2015,720671.25,-24.68491182
Hackney,D,2016,1513166.667,109.9662872
Hackney,D,2017,1904374.75,25.85360172
Hackney,D,2018,1918333.333,0.732974607
Hackney,D,2019,1517766.667,-20.88097307
Hackney,D,2020,1133750,-25.30142973
Hackney,D,2021,1871100,65.03638368
Hackney,D,2022,1800233.333,-3.787433417
Hackney,D,2023,1579250,-12.27526061
Hackney,D,2024,2569166.667,62.68270804
Hackney,F,1995,53250.40021,
Hackney,F,1996,57031.00167,7.099667687
Hackney,F,1997,69641.99124,22.11251635
Hackney,F,1998,82110.46763,17.90367588
Hackney,F,1999,105902.6838,28.97586244
Hackney,F,2000,129576.5135,22.35432459
Hackney,F,2001,152895.7241,17.99647948
Hackney,F,2002,178551.2802,16.77977346
Hackney,F,2003,190141.1242,6.49104498
Hackney,F,2004,205446.1901,8.049319172
Hackney,F,2005,211797.5271,3.091484455
Hackney,F,2006,237126.6543,11.95912317
Hackney,F,2007,265991.5589,12.17277943
Hackney,F,2008,271814.8911,2.189292117
Hackney,F,2009,271646.6502,-0.061895389
Hackney,F,2010,281557.4905,3.648430886
Hackney,F,2011,295932.7491,5.105621082
Hackney,F,2012,322856.4069,9.097897354
Hackney,F,2013,374373.0843,15.95652938
Hackney,F,2014,436073.7789,16.48107121
Hackney,F,2015,493080.5695,13.07273983
Hackney,F,2016,527054.2853,6.890094214
Hackney,F,2017,495457.0647,-5.995059992
Hackney,F,2018,522476.0297,5.453341346
Hackney,F,2019,626207.7842,19.8538782
Hackney,F,2020,620847.0182,-0.856068251
Hackney,F,2021,560678.2591,-9.691398581
Hackney,F,2022,576904.7373,2.894080147
Hackney,F,2023,586687.373,1.695710774
Hackney,F,2024,573365.4577,-2.270700881
Hackney,O,2000,135000,
Hackney,O,2001,1000000,640.7407407
Hackney,O,2004,10000,-99
Hackney,O,2012,669996,6599.96
Hackney,O,2013,2509293.478,274.5236506
Hackney,O,2014,3910707.438,55.84894598
