dateOfTransfer,price,borough,lsoaCode,longitude,latitude,houseType,numberOfBedrooms,postcode
2020-11-08,602624,Hounslow,E01013658,-0.4779583093331152,51.61501535138689,Flat,3,W4 9DF
2022-09-11,521449,Islington,E01095660,-0.19546536497297579,51.580270264515335,SemiDetached,2,N11 5WG
2014-02-02,358204,Brent,E01065024,-0.15973698494786692,51.55080846957074,NotDetached,2,W5 4FF
2023-09-08,497560,Merton,E01020397,-0.07685347626317007,51.61618123916475,SemiDetached,3,SW6 9NW
2023-07-08,854336,Havering,E01087761,-0.19029098831507496,51.669000231906956,Flat,2,SE14 5LX
2018-11-17,342551,Tower Hamlets,E01031184,-0.17303891516453346,51.52183319265716,Flat,5,SE7 3ZK
2017-09-11,739802,Merton,E01054887,0.21798944630996786,51.67097372234161,Detached,2,SW9 5RG
2018-06-13,797040,Havering,E01041865,-0.06891617872123262,51.511306784375144,SemiDetached,3,W13 1GB
2020-12-28,442187,Croydon,E01023484,-0.3297591261721787,51.51680006981301,SemiDetached,5,N4 4NG
2018-01-31,599783,Hackney,E01066324,-0.006713783185682054,51.31310043830608,NotDetached,3,SW17 3UI
2017-03-08,346228,Westminster,E01089104,-0.43370884362682327,51.34526094089048,Flat,2,W4 7AE
2021-06-18,505145,Westminster,E01071716,0.32033038468788766,51.487916292583954,SemiDetached,4,N16 9HQ
2014-01-04,324963,Haringey,E01080644,0.2535990151814995,51.37348021527471,Detached,5,N3 2XF
2022-09-28,394798,Greenwich,E01071450,0.18310869927947704,51.59451278950199,NotDetached,5,NW10 7IA
2018-11-19,569916,Tower Hamlets,E01077724,-0.0638841860302658,51.41974074468085,Flat,3,E15 8LO
2023-06-25,623000,Croydon,E01065588,0.3207469403343328,51.433174176439614,NotDetached,5,NW7 7MV
2016-11-04,815833,Harrow,E01058006,-0.1530789555236789,51.43907717143645,Detached,2,SE2 6OZ
2019-06-03,605060,Lewisham,E01086699,0.06585649724805132,51.425940252692946,Detached,4,SE12 9SH
2017-04-07,441959,Croydon,E01047711,0.30240295868220224,51.51757469412336,SemiDetached,3,E10 7KT
2019-11-22,546357,Brent,E01070342,0.04053929643107512,51.44034957772751,NotDetached,2,SW20 6QU
2015-10-01,354538,Lewisham,E01016406,0.24672443001197564,51.45418020305394,Detached,3,W19 5GA
2018-03-26,474590,Barnet,E01033339,0.22551656565418465,51.66574861487932,SemiDetached,2,SW12 9RK
2018-03-20,409833,Kensington and Chelsea,E01044180,-0.30867545182094686,51.544131467939,Detached,3,SW9 8OZ
2020-07-07,647130,Islington,E01074895,-0.43603646454542316,51.29938393251662,Detached,2,SE11 3DJ
2020-04-06,734473,Harrow,E01040573,-0.39280133408214646,51.28684216290224,NotDetached,4,SW13 4XX
2020-08-16,559528,Havering,E01020495,0.10316989743010374,51.4093789194018,SemiDetached,3,E7 6IM
2016-04-26,828742,Waltham Forest,E01086022,0.18061784540588,51.54427780434879,Flat,5,SE6 5VW
2019-01-11,434126,Enfield,E01054798,-0.2038853987687027,51.649386402499964,SemiDetached,1,NW12 9VV
2023-05-12,413304,Redbridge,E01024833,0.17714512410082794,51.49259353764299,NotDetached,1,NW11 2AK
2018-12-30,751152,Westminster,E01016535,0.10630991578501692,51.53401710815818,SemiDetached,2,W17 6WJ
2014-04-27,441508,Redbridge,E01028071,-0.3437090584191249,51.55273097857829,NotDetached,2,W12 8HK
2023-11-10,530953,Hackney,E01098596,-0.2384171374636131,51.41380104371467,Detached,3,N14 6QQ
2016-06-01,813025,Hillingdon,E01030718,-0.019183005602764647,51.35590036308901,Flat,2,SW10 5QG
2015-02-10,576959,Hillingdon,E01072140,-0.27983430197126236,51.456900546433005,NotDetached,5,E17 5WN
2015-07-24,698375,Harrow,E01047649,-0.37582943694845083,51.67527118937529,NotDetached,2,SW20 4KB
2019-06-26,541835,Southwark,E01081610,-0.29506410253652426,51.36621829920176,NotDetached,4,NW3 3RO
2016-11-16,436324,Croydon,E01034265,0.3049704319856116,51.31509476157729,Flat,5,W4 7JI
2015-09-13,766868,Greenwich,E01086839,-0.34372917094786726,51.52242526962293,Flat,1,N13 6BF
2021-07-26,389294,Merton,E01076255,-0.2009779150955776,51.615912447007126,Detached,1,SW6 1OJ
2018-09-05,836677,Harrow,E01055844,-0.1161015213288274,51.652765541292695,SemiDetached,4,SE14 9FS
2015-09-25,768907,Southwark,E01033453,-0.2473479407062913,51.438429908489404,Detached,5,W12 4YX
2023-09-27,831250,Croydon,E01027786,0.04915856233488869,51.47894635171184,NotDetached,2,SW3 5EJ
2022-03-18,329436,Richmond upon Thames,E01052055,-0.3636327837340665,51.571748003555534,SemiDetached,2,E9 2RN
2015-11-04,365808,Enfield,E01053218,0.2556659084834978,51.334307979402084,Flat,2,SW20 1AI
2021-09-28,346661,Hillingdon,E01046483,-0.0732204875725897,51.296747496677646,Detached,1,W11 6DF
2022-02-02,536983,Ealing,E01047987,0.23688095522145625,51.6860064776188,Flat,3,E2 8TS
2017-10-28,435955,Lewisham,E01073036,-0.35257890997060093,51.4483509864718,SemiDetached,1,N12 1DG
2014-09-14,538556,Hounslow,E01051843,0.2597485630982995,51.3484536989034,SemiDetached,1,E15 5UH
2014-06-19,817192,Croydon,E01014583,-0.32608155996273774,51.42232184818101,Detached,2,E14 4PK
2017-04-12,830332,Barnet,E01039410,-0.37282466806447134,51.67938740392971,NotDetached,2,SE8 4RL
2021-01-17,518395,Newham,E01030189,-0.15809084138884788,51.338739007374706,SemiDetached,5,SE1 3TH
2016-12-13,383328,Merton,E01091677,-0.01645559118136458,51.289853729537356,SemiDetached,4,SW4 6AE
2019-11-09,344964,Croydon,E01052913,-0.16930580185910105,51.40993113068563,Detached,4,SE19 3RW
2015-06-07,404080,Croydon,E01030108,0.10192650415922166,51.46984679844204,Detached,2,SW2 4QI
2023-01-19,470662,Wandsworth,E01037189,0.2240149970928721,51.56997313494825,SemiDetached,1,W6 9RD
2017-06-21,504334,Tower Hamlets,E01072668,0.2029463445910883,51.44643323925396,NotDetached,4,SE2 3ES
2023-02-23,429990,Hammersmith and Fulham,E01091473,0.2450063223307284,51.53332410607483,SemiDetached,5,W5 9JH
2016-12-11,585352,Lewisham,E01098877,-0.08470442001390449,51.62559637348477,NotDetached,3,E8 6LA
2015-01-24,497449,Hammersmith and Fulham,E01041785,0.211257232840379,51.63983401817416,Detached,2,W10 7WM
2021-03-25,593685,Greenwich,E01096182,0.1481167638634162,51.61205992656737,Flat,3,E17 6NE
2018-01-01,736591,Kingston upon Thames,E01039880,-0.2149207827078934,51.58103971148689,NotDetached,3,E15 3WZ
2019-07-29,449489,Ealing,E01098083,-0.35361831594553017,51.5147482271279,NotDetached,3,W16 3EL
2016-03-17,522677,Hounslow,E01090466,-0.05312869474086879,51.45696636303623,Flat,2,SE12 3ON
2017-01-31,812425,Southwark,E01059412,-0.15031563172124418,51.54470004491699,Detached,4,SE9 2IB
2019-01-11,806855,Havering,E01038274,-0.1204537148795603,51.66806744170284,SemiDetached,5,E6 7KK
2016-10-14,323774,Camden,E01093005,-0.015739515181565633,51.35608142626032,Flat,1,SE19 6HZ
2014-02-27,501485,Newham,E01015067,-0.4118238991306509,51.50167184309231,SemiDetached,3,E9 3LL
2020-12-03,543127,Barking and Dagenham,E01075022,0.22198097625202806,51.568988551935966,Detached,1,N11 7VU
2018-01-20,320327,Barking and Dagenham,E01022620,-0.07166987414262149,51.67098372260313,NotDetached,2,N9 4XY
2023-02-21,731215,Kingston upon Thames,E01026569,-0.2354150368025198,51.362636347955274,SemiDetached,4,SE5 8XD
2023-05-01,656305,Bexley,E01014523,-0.36299504474328237,51.425774479376095,Flat,5,SW20 6RE
2021-06-10,837424,Kingston upon Thames,E01054483,0.11238302942074496,51.34525198554068,SemiDetached,1,W13 3TM
2015-09-09,392379,Harrow,E01064587,0.048464660678595006,51.60872427346674,Detached,4,NW20 9NY
2014-03-05,423971,Harrow,E01060300,-0.01735878541216984,51.47100061741431,Detached,5,SE17 4IO
2019-12-25,581916,Bexley,E01093140,-0.3676899000116521,51.601577433601506,SemiDetached,3,NW19 1BD
2018-11-28,549812,Harrow,E01061627,-0.3077535449152859,51.508087567751595,Flat,4,E7 1AU
2018-11-10,827287,Havering,E01087874,-0.003223087257972934,51.5383638423456,Detached,1,SE8 7XW
2014-10-06,588938,Merton,E01059765,-0.3491910752674437,51.37691133899309,NotDetached,1,W17 7EW
2017-04-16,827535,Waltham Forest,E01033685,-0.05290169967905972,51.324039604809826,SemiDetached,4,E1 8YS
2020-10-12,573059,Westminster,E01018709,-0.1354911739670585,51.37976566755692,NotDetached,2,N15 1GY
2021-12-12,842570,Enfield,E01039136,0.19365225613909587,51.40804235889581,SemiDetached,2,N10 9WI
2020-05-18,818820,Harrow,E01012823,0.22894204637566407,51.306549326881445,Detached,3,SE11 2RQ
2019-10-03,724378,Havering,E01018299,-0.201600702400482,51.393054054344006,Detached,1,N8 2NY
2022-05-28,769034,Croydon,E01034452,-0.4021607006995547,51.65682375845466,Detached,1,SE5 9GE
2018-07-17,704400,Enfield,E01032238,-0.02824605390574292,51.34445618374539,SemiDetached,1,SE18 7ZA
2014-04-25,466678,Ealing,E01046192,0.16950709423407617,51.379469244703024,Detached,2,SE3 2SK
2016-08-16,339162,Bexley,E01026139,-0.325978504342808,51.51652596500152,SemiDetached,2,SW18 9TY
2015-07-12,764536,Harrow,E01028462,-0.43668765977858215,51.40595470313063,Flat,4,SE2 3NO
2019-04-02,457472,Camden,E01047933,-0.12247788635245888,51.561160128786554,Detached,4,SW19 4RJ
2020-05-15,740749,Richmond upon Thames,E01091128,-0.055475350384565913,51.44808120384738,NotDetached,2,W12 8SL
2017-09-23,805396,Waltham Forest,E01081850,-0.07670320072429176,51.58354921648372,SemiDetached,1,W13 6PJ
2019-07-19,798144,Hammersmith and Fulham,E01073210,0.332830995073248,51.652751512166695,Flat,2,SW9 4GY
2017-06-29,822376,Lewisham,E01012347,-0.3596436038025098,51.328682871093385,Flat,3,E3 3TT
2019-08-03,349746,Bromley,E01081179,-0.41395289353181797,51.49320447305779,Detached,4,SW15 5SM
2023-12-01,417318,Tower Hamlets,E01090194,-0.3208472818861269,51.64353107027254,SemiDetached,1,E13 7EL
2023-03-25,420302,Westminster,E01071768,0.254239256728907,51.48419769331931,NotDetached,2,E5 2MM
2018-12-07,775252,Redbridge,E01083731,-0.3961622765542494,51.34957129707033,SemiDetached,1,E9 2XT
2014-12-20,498811,Islington,E01041250,-0.1567999635735679,51.55070918165196,Detached,5,N1 2PD
2019-02-13,613220,Camden,E01039941,0.009818512192771522,51.53222099171748,SemiDetached,3,W12 7HO
2022-09-30,788420,Hackney,E01037573,0.1965275713067962,51.48165077053841,Detached,1,E19 6LW
2018-05-29,408208,Barnet,E01093899,-0.4151862506163666,51.359188020785695,SemiDetached,5,NW11 8HY
2016-01-03,688520,Waltham Forest,E01055381,-0.21093855076585855,51.420228386532564,SemiDetached,1,N3 2NO
2019-11-12,865390,Westminster,E01038300,0.31048300269386075,51.622665706939344,SemiDetached,2,E9 6CB
2015-10-25,366192,Bexley,E01083949,-0.0236856664843762,51.29847349017353,SemiDetached,3,N8 4DA
2023-02-28,756636,Croydon,E01016026,0.018458979032292988,51.517772222056635,Flat,1,E11 2MS
2018-05-26,940305,Bexley,E01077347,-0.18023540398332483,51.638846599979836,Flat,5,N20 3IJ
2017-12-21,605080,Newham,E01072810,0.2171435131097177,51.513054268708096,SemiDetached,1,W6 8DB
2022-02-25,646952,Hackney,E01096664,-0.06384101847525736,51.41816675175748,Flat,4,N8 7YK
2019-12-15,365944,Brent,E01053544,0.1462102489438739,51.61301666710332,SemiDetached,3,W8 6IA
2021-10-05,846682,Barking and Dagenham,E01022558,-0.41405243953668236,51.476700660665756,SemiDetached,3,E9 6BS
2014-12-01,409856,Greenwich,E01078689,-0.5016751639254879,51.407058896278265,SemiDetached,1,W17 2IP
2016-05-02,866632,Hillingdon,E01069422,-0.09423076246773776,51.66271239531778,Flat,2,NW4 5CR
2023-05-13,475028,Sutton,E01056077,-0.2061063480262994,51.445812950816055,NotDetached,3,SW6 9GU
2016-02-08,358502,Hackney,E01015347,0.11037947176934104,51.32190358204974,SemiDetached,4,W7 7PT
2020-06-26,568698,Lambeth,E01029642,0.10764389002663088,51.41162382382071,NotDetached,5,W13 5LV
2020-01-19,495151,Harrow,E01071447,-0.4019613662534222,51.35533265772607,Detached,3,NW9 3SU
2019-09-06,505081,Greenwich,E01087528,0.11723993654072307,51.37975070017063,SemiDetached,1,E15 7MX
2021-04-16,945205,Hillingdon,E01098860,-0.4435183535575039,51.512726047269425,SemiDetached,4,W1 7GP
2019-04-08,536857,Sutton,E01019843,-0.41055720392349304,51.354913487540685,NotDetached,4,SE10 7AT
2014-03-29,448200,Southwark,E01078392,-0.4695846422546581,51.36179678098267,Flat,2,N6 1RI
2017-02-13,730851,Camden,E01057446,-0.5040844392660915,51.66452964259581,Detached,4,N1 4MA
2021-12-15,650020,Redbridge,E01065516,-0.3130974041897017,51.61648504237635,NotDetached,2,W18 5SE
2021-06-05,476341,Wandsworth,E01046157,-0.10836986659548387,51.482731576517565,Detached,3,E5 6VC
2018-10-14,720847,Richmond upon Thames,E01069427,-0.14711414421079066,51.34439630276568,SemiDetached,4,E13 1CY
2016-02-25,728038,Tower Hamlets,E01068876,-0.43453650353876994,51.36776512787848,SemiDetached,2,SW9 7WC
2018-10-23,644825,Greenwich,E01047542,0.13280265573226147,51.412487441207176,Flat,5,E13 2YH
2016-06-24,534973,Kensington and Chelsea,E01061325,-0.2559618900689699,51.595873078794085,NotDetached,4,SW16 3QB
2023-11-15,871052,Tower Hamlets,E01015000,-0.47828083722321313,51.532445187659846,Flat,4,SE5 4NR
2016-06-23,638261,Newham,E01048624,-0.4622694090558701,51.54160640324181,NotDetached,3,SW3 1BR
2014-02-13,799312,Hillingdon,E01054226,0.21522494935992798,51.593306638222224,Detached,1,NW10 6HL
2022-09-10,623425,Islington,E01062384,-0.0474939746116374,51.40292444071129,Detached,4,W7 6AK
2015-01-21,585776,Merton,E01044935,0.22277046427033387,51.39313759084933,SemiDetached,5,N9 4XO
2020-05-01,529639,Kensington and Chelsea,E01056097,-0.18560349810167254,51.4614301422172,Flat,1,E9 9VG
2023-07-03,659840,Croydon,E01026523,-0.44235430394280123,51.507917721949774,SemiDetached,4,W18 3QF
2015-07-13,797024,Camden,E01049426,-0.11172268456417594,51.48708644582213,SemiDetached,2,E10 6JF
2022-11-11,615772,Lewisham,E01043225,-0.10944170345358817,51.643104936896,Flat,4,NW14 3DG
2020-02-18,686808,Bromley,E01057416,-0.06667370934642419,51.360608214451524,SemiDetached,2,SW12 9PT
2014-03-30,766387,Westminster,E01091574,0.05620180498784133,51.686227649039445,NotDetached,3,W14 8OA
2021-08-17,878600,Ealing,E01073856,0.1070951527882269,51.59107385898738,NotDetached,2,SE8 4PL
2021-12-22,476452,Harrow,E01054451,-0.12608808565732604,51.300895268441955,Detached,3,SE15 5NF
2021-02-25,394886,Ealing,E01090203,-0.03275950530179733,51.41085799654567,Flat,1,E15 3SU
2014-10-19,837360,Merton,E01049345,-0.07654330301520951,51.3737746918448,NotDetached,2,SE2 8OB
2018-09-29,442521,Richmond upon Thames,E01071776,-0.4622155570216678,51.3825150746,Flat,2,N4 6YC
2022-06-21,790406,Newham,E01041538,0.004791300287417477,51.48367112706657,Detached,3,N9 1NV
2019-08-12,795152,Hillingdon,E01073874,-0.14599718386688837,51.31037254340406,Detached,1,E20 4IQ
2015-09-27,546786,Kensington and Chelsea,E01038933,0.25090457508620334,51.53501591061858,NotDetached,2,SE17 7GZ
2016-01-30,777322,Bexley,E01034714,0.08531609671866835,51.28919757032289,NotDetached,1,W16 3EZ
2014-12-16,795328,Hounslow,E01095801,-0.01039537809491825,51.29900492835763,NotDetached,1,SW13 2XN
2019-11-05,779984,Richmond upon Thames,E01018249,0.226867206972033,51.54648611340847,SemiDetached,4,N3 4IC
2016-02-02,368634,Waltham Forest,E01059246,0.02219622264231702,51.63874980808467,SemiDetached,3,SW13 3BF
2014-07-30,531094,Bexley,E01085623,-0.006048037520222649,51.4878189989436,Flat,3,E20 2DJ
2017-01-24,775986,Enfield,E01026866,-0.38683471082950277,51.32518435035405,Flat,1,E16 9WN
2014-01-28,833252,Redbridge,E01069081,0.23391342479593125,51.489178286223776,Detached,5,SW18 9KN
2023-05-20,584964,Camden,E01024344,-0.0190844526783997,51.406557161628285,NotDetached,5,E6 9FB
2023-11-06,776227,Waltham Forest,E01014601,-0.4184033377045362,51.57256952122891,NotDetached,5,NW11 6ZK
2020-04-01,439692,Enfield,E01080060,0.17254842937237302,51.35905694151175,NotDetached,3,E4 4NQ
2016-05-03,499796,Havering,E01088653,-0.09811843415471339,51.40318960431517,Detached,4,N14 3TK
2020-06-28,569492,Ealing,E01041958,0.15137667222094575,51.51398195917924,Flat,5,W1 5NT
2014-07-20,731711,Enfield,E01093536,0.1702181653819722,51.680268338576745,Flat,5,W2 8JH
2021-02-01,605732,Redbridge,E01090359,-0.3977928718096877,51.54310190335317,Flat,5,N6 9SE
2021-11-02,748969,Greenwich,E01063645,-0.4118366299401516,51.60022145568655,Detached,3,N5 4XF
2015-12-06,560052,Waltham Forest,E01036609,0.3053786493078686,51.68554106116098,Detached,4,SW13 1XY
2021-01-28,736950,Lewisham,E01078313,-0.25705197170154803,51.31502982836053,NotDetached,2,SW11 1WY
2023-10-30,435916,Hammersmith and Fulham,E01036158,-0.30532305573036067,51.43805006195457,NotDetached,1,NW16 7JZ
2022-03-06,472174,Camden,E01020187,-0.29984490762967486,51.44663120692415,NotDetached,1,W13 7UE
2014-05-27,612320,Enfield,E01093498,0.2767650527625354,51.45371914365158,NotDetached,3,SW15 5MT
2021-06-03,552018,Lewisham,E01069873,0.22712928127980747,51.613050088765455,SemiDetached,4,E2 9GK
2014-03-26,794700,Hounslow,E01042407,0.04143946990426339,51.60983494559499,Flat,1,NW17 4WB
2021-02-01,491742,Barnet,E01098860,-0.10559694890365195,51.41669946224594,SemiDetached,4,SE12 1FJ
2018-03-17,746455,Lambeth,E01018469,-0.24791099239248543,51.48960515873945,Flat,5,SE5 6JR
2021-02-18,600330,Lambeth,E01011905,-0.48845649255377865,51.478730020298826,Detached,2,SE17 8YY
2023-03-16,692824,Havering,E01034291,-0.040406243050195634,51.65559797000849,Flat,4,E10 4TC
2022-04-15,520936,Havering,E01028163,0.10407881057833568,51.567656972350505,Detached,5,NW12 6ZR
2021-12-03,781018,Lambeth,E01015253,0.28365063018002523,51.36183488961657,Flat,2,E12 6GN
2020-04-10,449092,Hackney,E01081231,-0.14494187087463,51.547901374282546,SemiDetached,5,N10 9MN
2014-10-07,799020,Westminster,E01067840,-0.022129894705827935,51.4143327070844,NotDetached,2,W14 6ID
2015-08-05,486121,Waltham Forest,E01072739,-0.07194061128747731,51.46382734767356,Detached,1,SW7 9IG
2019-11-22,731472,Camden,E01033319,-0.3135728530488303,51.544776401070415,SemiDetached,1,SW17 9CK
2021-02-24,413718,Croydon,E01048004,-0.3215324510592371,51.429088131734034,SemiDetached,2,E20 9BR
2023-05-11,834484,Barking and Dagenham,E01089401,-0.18178351674815268,51.66359122461194,NotDetached,5,NW5 3JJ
2016-06-12,581376,Haringey,E01076491,0.04446875647767845,51.500395466370605,NotDetached,3,E4 2JK
2022-09-07,592582,Westminster,E01039234,-0.492766755017396,51.5423214661576,SemiDetached,1,SW10 4CZ
2018-12-28,807874,Bexley,E01056080,-0.27961492904380925,51.42488016898885,SemiDetached,2,SW4 7IL
2016-01-29,415304,Havering,E01031041,-0.31346337361778764,51.430019539116024,Detached,2,E15 9HL
2014-04-24,423831,Westminster,E01049763,0.22473273179439446,51.50464417563895,SemiDetached,4,NW8 5EI
2014-11-11,620072,Waltham Forest,E01020073,0.0049791946399943,51.3434082847936,NotDetached,5,E18 5XQ
2021-12-15,522008,Southwark,E01031038,0.0619040326307404,51.618526222228844,Flat,4,W8 2FP
2021-09-24,849332,Kingston upon Thames,E01011725,0.04559818394207693,51.41492139602824,Detached,1,SE6 8DR
2020-02-23,598040,Newham,E01051231,0.15613389240899833,51.59540853601511,NotDetached,4,NW5 1UB
2022-03-28,345690,Redbridge,E01047799,0.2229654148127399,51.65521340899451,Detached,3,W10 1LT
2018-08-17,504415,Redbridge,E01026169,-0.17028291682844943,51.61504720336663,SemiDetached,1,NW8 9LJ
2014-05-26,575536,Hounslow,E01075687,-0.14129256640810844,51.64530872716107,NotDetached,5,SE15 7PT
2020-06-13,611604,Greenwich,E01035385,-0.20580188677213773,51.68479824326785,SemiDetached,5,NW5 2VG
2023-06-11,731897,Enfield,E01059415,-0.20560054216370005,51.40945716291941,Detached,2,NW18 1HB
2015-11-26,705930,Islington,E01094645,0.023787755908221464,51.33311770151569,Flat,5,E8 3PT
2016-11-17,452496,Brent,E01046948,-0.2768591301007253,51.65712891304811,Detached,2,W7 6KZ
2016-10-25,860704,Kensington and Chelsea,E01025280,-0.46377793637107845,51.360259374281675,Flat,4,SW4 9IK
2016-11-18,353736,Newham,E01099629,-0.17590829159322596,51.505231784345675,Detached,3,N4 1PQ
2019-07-08,690680,Sutton,E01053966,-0.34778782955778276,51.31612849453814,Flat,3,SE20 8OJ
2018-10-17,557370,Croydon,E01018499,-0.3768359061736313,51.5244548484827,NotDetached,4,SW2 8CT
2017-03-17,879156,Merton,E01031906,-0.2677513576487761,51.40231527582486,Detached,4,N5 3HD
2016-10-10,849151,Hounslow,E01096919,0.1287992856656036,51.46268101111905,SemiDetached,3,N18 2OR
2021-04-10,365452,Brent,E01014962,-0.3502498863215494,51.3923802179499,NotDetached,3,SW9 1AB
2020-05-05,493030,Tower Hamlets,E01057535,0.1293995868775597,51.541507859943145,Detached,3,SE14 7KG
2019-08-20,636844,Lambeth,E01037403,0.2697757721046763,51.642618304129066,Detached,2,SW9 2LC
2019-06-22,397026,Wandsworth,E01040429,-0.3801817142404075,51.5009744697674,Detached,1,SW15 4VO
2019-02-11,381688,Bexley,E01097101,-0.14401743910029824,51.59812639424026,SemiDetached,5,E13 5WQ
2017-04-01,595517,Westminster,E01055039,0.01564474014737438,51.585937622704144,Detached,3,SW18 6DK
2020-04-20,399434,Hillingdon,E01099457,-0.4626025295631806,51.47912724148965,Flat,3,NW12 9VX
2023-07-07,452142,Havering,E01017167,-0.35052798082593195,51.55343834324166,SemiDetached,5,SE4 5WC
2018-12-05,871180,Wandsworth,E01098538,-0.4014943316677361,51.53083101910927,Flat,2,W13 8WV
2020-03-20,428414,Barnet,E01045214,-0.36919119086406627,51.334360109136306,NotDetached,5,SE1 1BN
2018-07-03,621191,Hammersmith and Fulham,E01024387,0.31745668203207156,51.5708762903646,NotDetached,4,SE14 3YT
2014-09-07,477625,Bromley,E01052019,-0.42266494891032635,51.63511641632105,SemiDetached,1,N20 8NP
2021-07-05,433392,Islington,E01096065,0.07695703355769212,51.44043422104894,SemiDetached,3,E8 9NZ
2014-12-03,417510,Ealing,E01039252,0.19275299063482565,51.312114848529404,NotDetached,3,SE19 4GE
2018-03-29,408904,Westminster,E01042350,0.2795818041588489,51.38865653661445,SemiDetached,2,E6 3RW
2023-11-11,899800,Sutton,E01065740,-0.3517286422661927,51.56659166266471,Detached,4,SW11 3BC
2023-08-21,705155,Southwark,E01064192,-0.4238351060974026,51.58638982399322,SemiDetached,2,SW20 3XE
2021-12-26,822100,Islington,E01017945,0.3043191605604312,51.39302459372251,Flat,4,E4 3RT
2014-02-12,727649,Camden,E01022575,-0.060972441333401683,51.50526529916267,SemiDetached,2,SW2 1JZ
2016-02-28,482252,Bromley,E01089204,-0.38426431821714163,51.563830210791885,Detached,5,N19 3ZV
2022-06-30,780932,Redbridge,E01076463,-0.3498909686066488,51.61103847707179,Detached,1,W17 1SH
2023-07-25,348669,Tower Hamlets,E01029594,0.03478147746243643,51.48274299221194,Detached,2,NW16 4IT
2017-03-21,429668,Hounslow,E01089516,-0.43062423388277815,51.41432878553506,NotDetached,5,N10 6AG
2014-07-06,439992,Camden,E01029065,0.012019380854729533,51.66526117616524,SemiDetached,5,W9 1ES
2020-05-24,540100,Hackney,E01017148,0.04788820547592787,51.6211971910347,Flat,4,N10 1DQ
2015-09-03,440030,Bromley,E01094692,0.19451126218926396,51.58759862526417,SemiDetached,3,NW13 1XR
2021-07-23,408680,Ealing,E01087124,-0.09129041500891316,51.30818262530831,Detached,1,NW9 2ZH
2016-08-14,621708,Enfield,E01025894,-0.45811521792570487,51.31939491106252,Detached,5,E10 6LU
2016-04-14,489680,Southwark,E01066437,0.15329681631900471,51.37631435379673,NotDetached,5,W13 4EW
2018-05-03,784760,Brent,E01043647,0.17907922843020618,51.58729411475872,NotDetached,3,SW12 1MP
2014-11-12,450788,Sutton,E01093259,0.06306057374071838,51.42519310344822,Detached,4,N8 9ZI
2014-12-04,563954,Haringey,E01062986,-0.03894066458550666,51.651285412812854,SemiDetached,2,SE4 6AJ
2023-02-23,346668,Merton,E01088702,0.3087642348013736,51.593164784118656,Detached,5,W17 9YU
2018-09-01,447304,Kingston upon Thames,E01045943,-0.36320534138476523,51.53449317525603,NotDetached,3,SW18 9MZ
2018-08-04,488704,Westminster,E01074949,-0.3474416204107703,51.611991268921656,Flat,2,N3 2GZ
2021-12-27,647365,Merton,E01098610,-0.13018447130691813,51.568567522351174,Flat,4,N6 9JH
2016-07-06,574498,Lambeth,E01080138,0.10610487980550876,51.54965657580917,Flat,3,SW3 3GG
2015-10-23,674885,Lambeth,E01061536,-0.2720711579656344,51.66807611772618,NotDetached,5,N8 3MU
2014-10-11,358974,Richmond upon Thames,E01064427,0.13590536304001888,51.630822679372855,SemiDetached,4,E5 1YS
2019-10-06,441864,Newham,E01039839,-0.053069241989340044,51.39299751436129,SemiDetached,5,E11 2YU
2014-06-06,420420,Hammersmith and Fulham,E01078763,-0.2549364524173638,51.635183470575214,Flat,2,E18 3PW
2023-05-08,338521,Westminster,E01013003,-0.368268536800583,51.60584247946784,SemiDetached,1,SE16 1EP
2020-06-15,483390,Hounslow,E01072171,-0.002824173273235031,51.55086314517992,SemiDetached,3,SE8 9QU
2019-12-21,488077,Ealing,E01058184,0.06522773108305024,51.342896810166124,Flat,4,NW18 3NR
2016-12-09,405240,Waltham Forest,E01076731,-0.4560782127690469,51.68564322757065,SemiDetached,2,E10 6MA
2015-05-22,436390,Harrow,E01045791,0.14557798542120504,51.68271505400613,Flat,4,SW19 6JK
2021-05-22,401825,Westminster,E01094405,-0.5011343201074592,51.29560198667255,Flat,3,SE18 7TK
2022-09-15,598583,Richmond upon Thames,E01061760,-0.43029592393929894,51.378110714171015,SemiDetached,2,W13 2DC
2016-06-23,392164,Havering,E01053399,0.14746432404266885,51.597818352765756,NotDetached,3,SW13 5TL
2016-05-04,725863,Kensington and Chelsea,E01035212,0.10065158628488291,51.35355041916922,SemiDetached,1,NW10 9YE
2018-04-06,382974,Barking and Dagenham,E01068993,-0.3868114055202332,51.627728903398285,Flat,1,W19 2WM
2018-08-14,494174,Kensington and Chelsea,E01061366,-0.5073402730090898,51.30201555423487,NotDetached,5,N16 2FY
2019-05-23,542252,Sutton,E01053270,-0.11285924929945712,51.33768525651545,NotDetached,1,W18 4PS
2023-11-08,639944,Ealing,E01091509,-0.24121154988322485,51.30365761279536,NotDetached,4,SE7 4IG
2018-04-23,498985,Kensington and Chelsea,E01051892,0.14894402236523574,51.4010433687359,Detached,1,W17 7JN
2015-06-21,827482,Kingston upon Thames,E01069209,-0.38050875882084817,51.56845795104139,SemiDetached,5,NW14 2DV
2023-04-22,755332,Ealing,E01099575,-0.2507780940164698,51.57389684064672,Detached,4,N12 4GQ
2021-08-27,421284,Enfield,E01034157,0.24348013392567025,51.467127018357026,Flat,4,W10 9TV
