Unnamed: 0,X.5BBE9CB3.6332.4EB0.9CD3.8737CEA4A65A.,X42000,Date,NE4.9DN,S,N,F,X8,Unnamed..8,MATFEN.PLACE,FENHAM,NEWCASTLE.UPON.TYNE,NEWCASTLE.UPON.TYNE.1,TYNE.AND.WEAR,A,A.1,Quarter,Education.Growth.Rate,Bank.Growth.Rate,GDP.Growth.Rate
3783022,{1775CCF7-7F0E-38BA-E063-4704A8C05A7C},720000,2024-01-03 00:00,CR4 4EP,S,N,F,29A,,MITCHAM PARK,,MITCHAM,MERTON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3783023,{2ACACE8D-7AFB-295E-E063-4804A8C0B0EB},365000,2024-12-17 00:00,W7 3TT,F,N,L,BROADWAY BUILDINGS,19A,BOSTON ROAD,,LONDON,EALING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783024,{2ACACE8D-7AFC-295E-E063-4804A8C0B0EB},707500,2024-11-20 00:00,UB5 4GZ,T,N,F,12,,ROSS CLOSE,,NORTHOLT,EALING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783025,{2ACACE8D-7AFE-295E-E063-4804A8C0B0EB},400000,2024-06-05 00:00,HA6 2SG,F,N,L,"MARCHBANK HOUSE, 31",FLAT 7,DUCKS HILL ROAD,,NORTHWOOD,HILLINGDON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783026,{2ACACE8D-7AFF-295E-E063-4804A8C0B0EB},530000,2024-11-27 00:00,N17 0TU,F,N,F,1,,WORCESTER AVENUE,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783027,{2ACACE8D-7B00-295E-E063-4804A8C0B0EB},430000,2024-11-20 00:00,TW7 6TH,F,N,L,52,,WHITE LODGE CLOSE,,ISLEWORTH,HOUNSLOW,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783028,{2ACACE8D-7B01-295E-E063-4804A8C0B0EB},270000,2024-12-06 00:00,TW8 0EA,F,N,L,2,APARTMENT 24,POINT WHARF LANE,,BRENTFORD,HOUNSLOW,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783029,{2ACACE8D-7B02-295E-E063-4804A8C0B0EB},575000,2024-09-23 00:00,W7 3PX,F,N,L,21 - 23,FLAT 12,UXBRIDGE ROAD,HANWELL,LONDON,EALING,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783030,{2ACACE8D-7B03-295E-E063-4804A8C0B0EB},1000000,2024-12-16 00:00,NW7 3TE,T,N,F,56,,THE BROADWAY,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783031,{2ACACE8D-7B04-295E-E063-4804A8C0B0EB},440550,2024-11-21 00:00,TW8 8ER,F,N,L,ADAMS QUARTER,FLAT 22,TALLOW ROAD,,BRENTFORD,HOUNSLOW,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783032,{2ACACE8D-7B05-295E-E063-4804A8C0B0EB},320000,2024-12-06 00:00,N8 7RX,F,N,L,HUDSON APARTMENTS,127,CHADWELL LANE,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783033,{2ACACE8D-7B06-295E-E063-4804A8C0B0EB},217000,2024-11-08 00:00,TW3 3NX,F,N,L,"DENESTOCK HOUSE, 69 - 71",FLAT 1,BELL ROAD,,HOUNSLOW,HOUNSLOW,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783034,{2ACACE8D-7B07-295E-E063-4804A8C0B0EB},700000,2024-05-30 00:00,N15 4AR,T,N,F,89,,ANTILL ROAD,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783035,{2ACACE8D-7B08-295E-E063-4804A8C0B0EB},320000,2024-11-25 00:00,TW14 9NX,F,N,L,4A,,TACHBROOK ROAD,,FELTHAM,HOUNSLOW,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783036,{2ACACE8D-7B09-295E-E063-4804A8C0B0EB},28000000,2024-04-11 00:00,W4 4AJ,O,N,L,389,,CHISWICK HIGH ROAD,,LONDON,HOUNSLOW,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783037,{2ACACE8D-7B0A-295E-E063-4804A8C0B0EB},285000,2024-08-02 00:00,NW2 1TD,F,N,L,"LEE COURT, 19",FLAT 4,HANDLEY GROVE,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783038,{2ACACE8D-7B0B-295E-E063-4804A8C0B0EB},445000,2024-11-04 00:00,EN2 7BP,F,N,L,"WILLOWSIDE COURT, 31",FLAT 9,WAVERLEY ROAD,,ENFIELD,ENFIELD,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783039,{2ACACE8D-7B0C-295E-E063-4804A8C0B0EB},370000,2024-11-29 00:00,W3 6EJ,F,N,L,POULTON COURT,FLAT 8,VICTORIA ROAD,,LONDON,EALING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783040,{2ACACE8D-7B0D-295E-E063-4804A8C0B0EB},260000,2024-11-27 00:00,EN3 6PG,F,N,L,23,,WALTHAM GARDENS,,ENFIELD,ENFIELD,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783041,{2ACACE8D-7B0E-295E-E063-4804A8C0B0EB},445000,2024-04-15 00:00,UB4 8PW,S,N,F,22,,HAYMAN CRESCENT,,HAYES,HILLINGDON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783042,{2ACACE8D-7B0F-295E-E063-4804A8C0B0EB},261111,2024-08-29 00:00,UB5 4FD,F,N,L,13,,HARI CLOSE,,NORTHOLT,EALING,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783043,{2ACACE8D-7B10-295E-E063-4804A8C0B0EB},700000,2024-09-10 00:00,UB1 2RQ,O,N,F,SOUTHALL COURT,44A,LADY MARGARET ROAD,,SOUTHALL,EALING,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783044,{2ACACE8D-7B11-295E-E063-4804A8C0B0EB},445000,2024-11-26 00:00,UB3 2LW,F,N,L,140,,CHURCH ROAD,,HAYES,HILLINGDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783045,{2ACACE8D-7B13-295E-E063-4804A8C0B0EB},402000,2024-12-19 00:00,N11 2RS,S,N,F,91,,TELFORD ROAD,,LONDON,ENFIELD,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783046,{2ACACE8D-7B14-295E-E063-4804A8C0B0EB},1465000,2024-01-31 00:00,UB5 4LU,O,N,L,INNKEEPERS LODGE,,MANDEVILLE ROAD,,NORTHOLT,EALING,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783047,{2ACACE8D-7B16-295E-E063-4804A8C0B0EB},320000,2024-10-16 00:00,N8 0BD,F,N,L,148,FLAT 4,WIGHTMAN ROAD,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783048,{2ACACE8D-7B17-295E-E063-4804A8C0B0EB},355000,2024-07-09 00:00,HA2 0FR,F,N,L,EMERALD COURT,FLAT 14,DRINKWATER ROAD,,HARROW,HARROW,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783049,{2ACACE8D-7B18-295E-E063-4804A8C0B0EB},250000,2024-09-24 00:00,HA5 5EN,O,N,F,333,,RAYNERS LANE,,PINNER,HARROW,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783050,{2ACACE8D-7B19-295E-E063-4804A8C0B0EB},595000,2024-07-26 00:00,N4 2BP,O,N,L,AQUA APARTMENTS,FLAT 37,GOODCHILD ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783051,{2ACACE8D-7B1A-295E-E063-4804A8C0B0EB},493000,2024-11-12 00:00,E1 3FY,F,N,L,"SKETCH APARTMENTS, 42",FLAT 301,WHITE HORSE LANE,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783052,{2ACACE8D-7B1B-295E-E063-4804A8C0B0EB},544000,2024-05-09 00:00,N16 5PT,F,N,L,71,BASEMENT FLAT,DUNSMURE ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783053,{2ACACE8D-7B1C-295E-E063-4804A8C0B0EB},330000,2024-10-02 00:00,NW4 1DH,F,N,L,62,THE LOWER FLAT AT,FINCHLEY LANE,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783054,{2ACACE8D-7B1E-295E-E063-4804A8C0B0EB},495000,2024-11-06 00:00,EC2Y 9AP,F,N,L,5,FLAT 1111,MOOR LANE,,LONDON,CITY OF LONDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783055,{2ACACE8D-7B1F-295E-E063-4804A8C0B0EB},630000,2024-07-24 00:00,N16 5JD,F,N,L,70,,CRANWICH ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783056,{2131FCF6-E7BD-86E8-E063-4804A8C0372B},525000,2024-07-31 00:00,CR7 6DB,T,N,F,58,,GONVILLE ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783057,{2131FCF6-E7C3-86E8-E063-4804A8C0372B},375000,2024-01-12 00:00,SW15 3RT,T,N,F,3,,EBOR COTTAGES,,LONDON,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783058,{2131FCF6-E7C7-86E8-E063-4804A8C0372B},495000,2024-06-03 00:00,SM1 4NN,T,N,F,7,,BRAMLEY ROAD,,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783059,{2131FCF6-E7C8-86E8-E063-4804A8C0372B},535000,2024-04-09 00:00,SM3 9RT,T,N,F,48,,KEW CRESCENT,CHEAM,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783060,{2131FCF6-E7C9-86E8-E063-4804A8C0372B},635000,2024-07-25 00:00,SM4 4EG,T,N,F,122,,HILLCROSS AVENUE,,MORDEN,MERTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783061,{2131FCF6-E7CB-86E8-E063-4804A8C0372B},435000,2024-05-16 00:00,CR7 8JE,O,N,F,10,,BEULAH ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783062,{2131FCF6-E7CC-86E8-E063-4804A8C0372B},199000,2024-08-28 00:00,SM6 7LW,F,N,L,41,,BOND GARDENS,,WALLINGTON,SUTTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783063,{2131FCF6-E7CD-86E8-E063-4804A8C0372B},170000,2024-06-18 00:00,SM6 7LW,F,N,L,41,,BOND GARDENS,,WALLINGTON,SUTTON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783064,{2131FCF6-E7CE-86E8-E063-4804A8C0372B},535000,2024-04-29 00:00,TW9 2NQ,T,N,F,59,,KEW ROAD,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783065,{2131FCF6-EB95-86E8-E063-4804A8C0372B},187500,2024-08-16 00:00,KT4 7SB,F,N,L,TOPAZ HOUSE,FLAT 11,PERCY GARDENS,,WORCESTER PARK,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783066,{2131FCF6-EB97-86E8-E063-4804A8C0372B},375000,2024-01-12 00:00,SW15 3RT,T,N,F,8,,EBOR COTTAGES,,LONDON,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783067,{2859C1AC-D5F8-52B4-E063-4804A8C05948},420000,2024-10-31 00:00,UB10 9NA,F,N,L,"CHESTLANDS COURT, 18",FLAT 8,HERCIES ROAD,,UXBRIDGE,HILLINGDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783068,{2859C1AC-D5F9-52B4-E063-4804A8C05948},310000,2024-06-06 00:00,UB3 2LW,O,N,L,140,,CHURCH ROAD,,HAYES,HILLINGDON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783069,{2859C1AC-D5FA-52B4-E063-4804A8C05948},550000,2024-07-24 00:00,N8 0HN,F,N,L,52,,LAUSANNE ROAD,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783070,{2859C1AC-D5FB-52B4-E063-4804A8C05948},225000,2024-10-31 00:00,N15 4ET,F,N,L,"ROSECREST COURT, 344",FLAT 12,HIGH ROAD,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783071,{2859C1AC-D5FC-52B4-E063-4804A8C05948},320000,2024-10-29 00:00,UB3 5LR,S,N,F,15,,CHEVIOT CLOSE,HARLINGTON,HAYES,HILLINGDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783072,{2859C1AC-D5FD-52B4-E063-4804A8C05948},156000,2024-05-24 00:00,NW9 5JP,F,N,L,"AMELIA HOUSE, 11",FLAT 40,BOULEVARD DRIVE,COLINDALE,LONDON,BARNET,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783073,{2859C1AC-D5FE-52B4-E063-4804A8C05948},164000,2024-05-24 00:00,NW9 5JQ,F,N,L,"AMELIA HOUSE, 11",FLAT 65,BOULEVARD DRIVE,COLINDALE,LONDON,BARNET,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783074,{2859C1AC-D5FF-52B4-E063-4804A8C05948},156000,2024-05-24 00:00,NW9 5JQ,F,N,L,"AMELIA HOUSE, 11",FLAT 63,BOULEVARD DRIVE,COLINDALE,LONDON,BARNET,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783075,{2859C1AC-D600-52B4-E063-4804A8C05948},247000,2024-06-10 00:00,HA2 0ES,F,N,L,"EAST CROFT HOUSE, 86",113,NORTHOLT ROAD,,HARROW,HARROW,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783076,{2859C1AC-D601-52B4-E063-4804A8C05948},385000,2024-10-30 00:00,W4 4HS,F,N,L,341A,,CHISWICK HIGH ROAD,,LONDON,HOUNSLOW,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783077,{2859C1AC-D602-52B4-E063-4804A8C05948},650000,2024-10-29 00:00,W13 8HB,F,N,L,9,FLAT B,ST STEPHENS ROAD,,LONDON,EALING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783078,{2859C1AC-D603-52B4-E063-4804A8C05948},250000,2024-10-21 00:00,EN1 3UF,F,N,L,"JAMESCROFT, 4",9,GRAEME ROAD,,ENFIELD,ENFIELD,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783079,{2859C1AC-D604-52B4-E063-4804A8C05948},5268000,2024-02-29 00:00,N13 4UR,O,N,F,173,,GREEN LANES,,LONDON,ENFIELD,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783080,{2859C1AC-D605-52B4-E063-4804A8C05948},450000,2024-10-18 00:00,N15 3JP,F,N,L,SALISBURY MANSIONS,FLAT 38,ST ANNS ROAD,,LONDON,HARINGEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783081,{2859C1AC-D606-52B4-E063-4804A8C05948},527000,2024-10-31 00:00,W3 7UJ,F,N,L,ISSIGONIS HOUSE,FLAT 109,COWLEY ROAD,,LONDON,EALING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783082,{2859C1AC-D607-52B4-E063-4804A8C05948},1308926,2024-01-17 00:00,EC4R 1EB,O,N,L,"THE REX BUILDING, 62",FIRST FLOOR OFFICES,QUEEN STREET,,LONDON,CITY OF LONDON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783083,{2859C1AC-D608-52B4-E063-4804A8C05948},165000,2024-09-11 00:00,UB8 1GJ,F,N,L,"ARMSTRONG HOUSE, 58A",54,HIGH STREET,,UXBRIDGE,HILLINGDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783084,{2859C1AC-D609-52B4-E063-4804A8C05948},375000,2024-10-25 00:00,NW2 5NB,F,N,L,214A,,CHAPTER ROAD,,LONDON,BRENT,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783085,{2859C1AC-D60A-52B4-E063-4804A8C05948},385000,2024-10-10 00:00,NW4 3QS,F,N,L,1,FLAT 2,DENEHURST GARDENS,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783086,{2859C1AC-D60B-52B4-E063-4804A8C05948},360000,2024-10-25 00:00,N20 9EB,O,N,L,THE GRANGE,FLAT 2,GRANGE VIEW ROAD,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783087,{2859C1AC-D60C-52B4-E063-4804A8C05948},518000,2024-10-14 00:00,UB7 9DU,S,N,F,61,,KEATS WAY,,WEST DRAYTON,HILLINGDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783088,{2859C1AC-D60D-52B4-E063-4804A8C05948},197500,2024-08-01 00:00,N9 9XB,F,N,L,39,,STREAMSIDE CLOSE,EDMONTON,LONDON,ENFIELD,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783089,{2859C1AC-D60F-52B4-E063-4804A8C05948},690000,2024-04-26 00:00,HA1 1QR,S,N,F,36,,WELLDON CRESCENT,,HARROW,HARROW,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783090,{2859C1AC-D610-52B4-E063-4804A8C05948},265000,2024-11-01 00:00,N21 2QS,F,N,L,859A,,GREEN LANES,,LONDON,ENFIELD,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783091,{2859C1AC-D611-52B4-E063-4804A8C05948},570000,2024-10-18 00:00,UB3 2BY,S,N,F,44,,CENTRAL AVENUE,,HAYES,HILLINGDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783092,{2859C1AC-D612-52B4-E063-4804A8C05948},800000,2024-08-14 00:00,N16 6PA,F,N,L,43B,,CAZENOVE ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783093,{2859C1AC-D613-52B4-E063-4804A8C05948},437500,2024-10-25 00:00,N11 3ER,F,N,L,48,THE GROUND FLOOR FLAT AT,BELLEVUE ROAD,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783094,{2859C1AC-D614-52B4-E063-4804A8C05948},200000,2024-07-24 00:00,W3 9ED,F,N,L,247,,HORN LANE,,LONDON,EALING,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783095,{2859C1AC-D615-52B4-E063-4804A8C05948},600000,2024-08-22 00:00,E17 9SE,T,N,L,33,,WEST AVENUE ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783096,{2859C1AC-D616-52B4-E063-4804A8C05948},650000,2024-08-01 00:00,NW2 2PG,F,N,L,WENDOVER COURT,FLAT 26,FINCHLEY ROAD,,LONDON,BARNET,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783097,{2859C1AC-D618-52B4-E063-4804A8C05948},4500,2024-03-27 00:00,HA1 1PB,O,N,F,72,,ROXBOROUGH ROAD,,HARROW,HARROW,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783098,{2859C1AC-D94A-52B4-E063-4804A8C05948},855000,2024-07-18 00:00,SW3 3HJ,O,N,L,CRANMER COURT,FLAT 106,WHITEHEADS GROVE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3783099,{2859C1AC-D94B-52B4-E063-4804A8C05948},610000,2024-06-17 00:00,SW3 3BH,O,N,L,NELL GWYNN HOUSE,FLAT 920,SLOANE AVENUE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783100,{2859C1AC-D94C-52B4-E063-4804A8C05948},565000,2024-04-03 00:00,W12 9DP,O,N,L,"ASKEW CRESCENT WORKSHOPS, 2A",UNIT A1-A2,ASKEW CRESCENT,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783101,{2859C1AC-D94D-52B4-E063-4804A8C05948},3250000,2024-03-08 00:00,SW3 4XH,T,N,F,36,,BYWATER STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3783102,{2859C1AC-D94E-52B4-E063-4804A8C05948},870000,2024-11-01 00:00,SW6 2FL,F,N,L,"COUNTER HOUSE, 1",FLAT 23,PARK STREET,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783103,{2859C1AC-D950-52B4-E063-4804A8C05948},450000,2024-10-31 00:00,RM13 9FP,S,N,F,2,,AIDA MEWS,,RAINHAM,HAVERING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3783104,{2859C1AC-D951-52B4-E063-4804A8C05948},775000,2024-06-26 00:00,SW3 6JY,F,N,L,51,,DOVEHOUSE STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3783105,{237B17FD-8E68-22AC-E063-4804A8C0EA3A},2220000,2024-08-21 00:00,SW8 1BH,T,N,F,11,,ALDEBERT TERRACE,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783106,{237B17FD-8E69-22AC-E063-4804A8C0EA3A},525000,2024-07-10 00:00,SE6 1TQ,T,N,F,70,,HAZELBANK ROAD,CATFORD,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783107,{237B17FD-8E6A-22AC-E063-4804A8C0EA3A},825000,2024-04-10 00:00,SE27 9EH,T,N,F,5,,TULSEMERE ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783108,{237B17FD-8E6B-22AC-E063-4804A8C0EA3A},594000,2024-05-02 00:00,SE6 4QS,T,N,F,96,,SILVERMERE ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783109,{237B17FD-8E6C-22AC-E063-4804A8C0EA3A},650000,2024-04-29 00:00,SE6 1SS,T,N,F,54,,ARDFILLAN ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783110,{237B17FD-8E6D-22AC-E063-4804A8C0EA3A},1180000,2024-08-19 00:00,SE15 3LS,T,N,F,163,,NUNHEAD GROVE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783111,{237B17FD-8E6E-22AC-E063-4804A8C0EA3A},4050000,2024-08-08 00:00,SW10 9HN,T,N,F,11,,FAWCETT STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783112,{237B17FD-8E6F-22AC-E063-4804A8C0EA3A},2250000,2024-08-23 00:00,N7 9LY,S,N,F,25,,BEACON HILL,,LONDON,ISLINGTON,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783113,{237B17FD-8E70-22AC-E063-4804A8C0EA3A},917000,2024-09-20 00:00,SE23 2DZ,T,N,F,27,,FARREN ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783114,{237B17FD-8E71-22AC-E063-4804A8C0EA3A},950000,2024-07-29 00:00,SE9 1JF,D,N,F,77,,WESTMOUNT ROAD,ELTHAM,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783115,{237B17FD-8E72-22AC-E063-4804A8C0EA3A},1000000,2024-09-10 00:00,SE22 0PH,T,N,F,26,,OVERHILL ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783116,{237B17FD-8E73-22AC-E063-4804A8C0EA3A},805000,2024-02-19 00:00,SW17 8BQ,T,N,F,138,,TOOTING BEC ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3783117,{237B17FD-8E74-22AC-E063-4804A8C0EA3A},1920000,2024-08-23 00:00,SE3 7LY,S,N,F,144,,HUMBER ROAD,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783118,{237B17FD-8E75-22AC-E063-4804A8C0EA3A},2175000,2024-08-23 00:00,NW5 1ES,S,N,F,21,,BROOKFIELD PARK,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783119,{237B17FD-8E76-22AC-E063-4804A8C0EA3A},825000,2024-06-17 00:00,SE10 8SF,T,N,F,8,,PRIOR STREET,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783120,{237B17FD-8E77-22AC-E063-4804A8C0EA3A},1904087,2024-08-23 00:00,SE24 0AE,S,N,F,206,,HERNE HILL ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783121,{237B17FD-8E78-22AC-E063-4804A8C0EA3A},1950000,2024-08-15 00:00,SE3 7UE,S,N,F,15,,VANBRUGH HILL,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783122,{237B17FD-8E79-22AC-E063-4804A8C0EA3A},4000000,2024-05-03 00:00,W2 4RL,F,N,F,12,,ORME COURT,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783123,{237B17FD-8E7A-22AC-E063-4804A8C0EA3A},2275000,2024-05-01 00:00,N8 9EL,T,N,F,1,,ELLA ROAD,,LONDON,ISLINGTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783124,{237B17FD-8E7B-22AC-E063-4804A8C0EA3A},1350000,2024-05-17 00:00,N16 0RH,T,N,F,39,,AYRSOME ROAD,,LONDON,HACKNEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783125,{237B17FD-8E7C-22AC-E063-4804A8C0EA3A},600000,2024-08-23 00:00,SE6 1SL,T,N,F,63,,ARDOCH ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783126,{237B17FD-8E7D-22AC-E063-4804A8C0EA3A},610000,2024-04-23 00:00,SE6 2PR,S,N,F,154,,BELLINGHAM ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3783127,{237B17FD-8E7E-22AC-E063-4804A8C0EA3A},1366750,2024-08-16 00:00,SW18 3AU,T,N,F,14,,BROCKLEBANK ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3783128,{237B17FD-8E7F-22AC-E063-4804A8C0EA3A},1800000,2024-09-13 00:00,NW2 3XJ,D,N,F,100,,SHOOT UP HILL,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
