Ward name,Affluence_Score,Green_Space_Score,Health_Score,Housing_Affordability_Score,Transport_Score,Employment_Score,Safety_Score,Education_Score
Enfield - Bowes,1.231957017850432,6.75361468335475,5.277361319340327,9.558130470281117,1.7194570135746603,2.5289778714436255,9.895062558859141,4.937155457552372
Enfield - Bush Hill Park,1.8370837172459957,8.112000377741577,4.54272863568216,9.437270162380612,0.9502262443438916,2.655426765015807,9.694605139243912,4.787210584343987
Enfield - Chase,1.2380046694005267,9.777301103882307,2.878560719640179,9.546124541136296,0.7692307692307689,2.31822971548999,9.764563433337818,4.2734288864388095
Enfield - Cockfosters,2.0299293016386724,9.59227518473924,5.562218890554719,9.101254430838285,0.4977375565610858,2.0337197049525835,9.739898650163685,6.8114663726571125
Enfield - Edmonton Green,0.1018021344265852,8.03510298517027,1.904047976011993,9.888838753975476,1.3122171945701355,0.6743940990516333,9.540786582357953,2.862183020948181
Enfield - Enfield Highway,0.48118271029010096,8.838781918320128,3.178410794602699,9.768554937465412,0.9049773755656109,1.3593256059009484,9.698192744069239,3.120176405733184
Enfield - Enfield Lock,0.5674493920028574,8.3019841550899,2.128935532233884,9.866986183563274,0.9502262443438912,1.5173867228661753,9.768151038163147,3.415656008820287
Enfield - Grange,2.2927063350245573,8.686235029460471,8.395802098950519,9.43786589018867,0.9502262443438912,2.8977871443624874,9.756491322480828,7.034178610804851
Enfield - Haselbury,0.49741933999524524,6.911186884272798,2.9835082458770623,9.738483307057589,0.85972850678733,1.2118018967334039,9.806269339432262,3.8941565600882044
Enfield - Highlands,2.0272451084687932,9.157433920519125,6.026986506746621,9.392792559161302,0.7692307692307693,2.687038988408852,9.544374187183282,5.686879823594268
Enfield - Jubilee,0.6296569382011086,8.776049834906694,3.2833583208395787,9.768528186822165,0.588235294117647,1.517386722866176,9.739898650163685,2.8026460859977935
Enfield - Lower Edmonton,0.333530174165791,7.454055494284972,2.4287856071964007,9.774575335041286,0.995475113122172,1.0748155953635403,9.747970761020675,2.762954796030871
Enfield - Palmers Green,1.4157749484799247,7.2494679577334145,4.632683658170916,9.457419708695713,0.8144796380090497,2.3814541622760816,9.756939773083996,5.750826901874314
Enfield - Ponders End,0.3829083726010708,8.436959315208481,1.6791604197901087,9.774569924798831,1.131221719457013,1.116965226554268,9.695502040450245,3.0760749724366048
Enfield - Southbury,0.8987116968373631,8.296587846839282,4.797601199400299,9.723468381400933,1.3122171945701355,1.9072708113804002,9.74841921162384,3.541345093715547
Enfield - Southgate,1.80456663427375,8.172877480193861,5.892053973013491,9.47544904110666,0.7692307692307693,2.497365648050579,9.796403426162607,6.590959206174202
Enfield - Southgate Green,1.9397184993497683,8.170179326068553,4.737631184407796,9.017095103766646,1.4479638009049771,2.3919915700737624,9.774429346607471,7.4178610804851175
Enfield - Town,1.891446845853907,7.691054607266804,5.337331334332831,9.467930908077935,0.9049773755656109,2.9820864067439428,9.726445132068703,3.9625137816979046
Enfield - Turkey Street,0.42745502333056856,7.8712238489843145,2.7136431784107917,9.76856064827689,0.85972850678733,1.3909378292939936,9.692362886228082,2.9040793825799334
Enfield - Upper Edmonton,0.3739793218522905,7.751189717334627,0.5697151424287848,9.768571168192775,1.1312217194570136,1.1696522655426769,9.502668281088837,2.630650496141127
Enfield - Winchmore Hill,2.2831418426273977,8.377431289818851,5.247376311844079,9.212448138317535,0.9502262443438912,2.8977871443624874,9.82017130813041,6.848952590959208
England,0.6262715680399144,,4.9775112443778085,9.924830391904738,,,,4.3792723263506055
Greenwich,2.1147936293687986,8.287346668960097,3.178410794602699,9.567203446877489,1.5837104072398183,2.023182297154901,9.56634826673842,4.6482910694597575
Greenwich - Abbey Wood,0.7092733943868591,8.116115062782674,1.499250374812597,9.768598519974073,0.85972850678733,1.6649104320337205,9.747522310417507,3.898566703417861
Greenwich - Blackheath Westcombe,2.640303872578611,7.9967217427377495,4.302848575712142,9.235038906255767,2.714932126696832,2.9293993677555323,9.796851876765773,6.035281146637265
Greenwich - Charlton,1.4101545766589132,7.664073066013714,1.9190404797601224,9.428962133953515,2.2171945701357463,2.0969441517386733,9.798197228575273,4.78500551267916
Greenwich - Coldharbour and New Eltham,1.4620635857972217,8.290887996249566,4.182908545727137,9.543125463402294,0.85972850678733,2.4130663856691266,9.763218081528318,4.414553472987872
Greenwich - Eltham North,1.981109853618347,8.424480352378929,6.716641679160417,9.482992121364482,1.3122171945701355,2.8977871443624874,9.829140320193732,6.324145534729881
Greenwich - Eltham South,1.3222992908252087,9.133116806464777,3.793103448275861,9.652078428798262,1.2217194570135745,1.8440463645943104,9.691465985021749,5.472987872105843
Greenwich - Eltham West,1.0062766296613208,8.467549637604174,2.8185907046476784,9.571741438020803,1.0859728506787327,1.7070600632244477,9.691017534418583,4.253583241455347
Greenwich - Glyndon,0.7241734054523086,6.520696528487449,2.0989505247376297,9.843763318964932,1.4027149321266965,1.559536354056902,9.770841741782144,4.332965821389196
Greenwich - Greenwich West,1.8834819134681857,8.006030374470066,3.148425787106449,9.167450851253559,2.986425339366516,2.2339304531085347,9.73810484775102,3.212789415656008
Greenwich - Kidbrooke with Hornfair,1.170045280695392,8.06626666531759,3.56821589205397,9.738370894242143,1.4479638009049771,2.0547945205479454,9.802233284003767,5.477398015435503
Greenwich - Middle Park and Sutcliffe,1.126254586409656,8.679253555661234,3.3283358320839582,9.640085424121528,1.3122171945701355,1.8756585879873553,9.770841741782144,5.192943770672546
Greenwich - Peninsula,1.8368974671076779,8.641007220934977,4.677661169415292,9.380839530164927,2.986425339366516,2.8451001053740788,9.639894165657651,4.818081587651598
Greenwich - Plumstead,0.8027271402605969,7.733314446254456,3.0284857571214396,9.771569344219701,1.0407239819004523,1.6965226554267647,9.749764563433338,4.637265711135612
Greenwich - Shooters Hill,1.5320498142428771,8.874498733553908,4.377811094452773,9.708426404532004,1.0859728506787327,2.286617492096945,9.898201713081304,4.992282249173099
Greenwich - Thamesmead Moorings,1.0268079684382703,8.627010546409936,0.8545727136431782,9.948937230006358,0.6334841628959276,1.612223393045311,9.839454684066549,4.727673649393606
Greenwich - Woolwich Common,0.5665729207637134,7.716046259852478,2.1739130434782616,9.716032303716101,1.945701357466063,1.3804004214963124,9.447508856899415,3.839029768467477
Greenwich - Woolwich Riverside,0.9256084079885971,7.898137936384271,2.593703148425785,9.719789416531802,1.7647058823529407,1.8440463645943104,9.595049105341046,3.70672546857773
Hackney,1.9285982705031277,5.497151761051471,2.8635682158920557,9.218571631069075,7.828054298642534,1.9388830347734454,9.493699269025516,4.20066152149945
Hackney - Brownswood,1.6418059251646941,4.917554528008527,2.068965517241384,9.19749663272521,6.651583710407239,2.5395152792413067,9.668146553657115,3.16207276736494
Hackney - Cazenove,1.429217826110297,3.555121602433735,4.5877061469265366,9.392871909383969,6.742081447963802,1.7913593256059013,10.0,3.012127894156559
Hackney - Chatham,0.8129051625251573,4.960286543968108,3.3583208395802084,9.27269599715397,8.32579185520362,1.6543730242360386,9.521503206421812,4.381477398015435
Hackney - Clissold,2.2324270255524232,4.084937891864728,5.352323838080957,9.017311513464831,9.18552036199095,2.687038988408852,9.797748777972107,5.865490628445423
Hackney - Dalston,1.4398888634468763,4.303387195235059,2.5337331334332824,9.062261310622818,10.0,2.4025289778714454,9.646172474101977,4.502756339581036
Hackney - De Beauvoir,1.5309104016319894,4.639678380028264,0.8845577211394305,9.077292767575862,7.601809954751131,2.4762908324552164,9.836315529844388,4.218302094818082
Hackney - Hackney Central,1.1141264156379995,4.639644653101697,2.683658170914544,9.167495936607347,9.683257918552036,2.0337197049525817,9.604018117404367,4.363836824696803
Hackney - Hackney Downs,1.1628472606439217,5.624369728059792,2.803598200899551,9.218569827654923,9.502262443438914,1.8124341412012637,9.83721243105072,5.415656008820289
Hackney - Haggerston,1.2035703055926532,5.9341852754984,1.7241379310344815,9.159961873420283,6.968325791855205,2.3498419388830367,9.43764294362976,2.7651598676957
Hackney - Hoxton,1.0820147006138583,3.3794380419495513,2.2638680659670163,9.092364500778293,6.334841628959276,1.6332982086406747,9.823310462352572,3.2568908489525903
Hackney - King's Park,0.7541925453929933,7.92707563937821,3.3733133433283333,9.368898824498586,6.380090497737557,,9.787882864702452,4.244762954796032
Hackney - Leabridge,1.0988210366244462,5.6697998981446815,2.9685157421289334,9.392866499141515,8.144796380090497,1.8756585879873553,9.805372438225929,4.372657111356119
Hackney - Lordship,1.6278590765718146,6.557425151518219,3.823088455772109,9.257625466227642,6.832579185520363,1.7808219178082187,9.936768464953586,4.661521499448733
Hackney - New River,1.1502918101431827,5.5043693233366735,2.4737631184407802,9.498103229109221,4.25339366515837,1.116965226554268,9.758285124893492,3.3914002205071663
Hackney - Queensbridge,1.274246755139134,5.743931682737548,4.152923538230884,9.122408779404818,9.819004524886878,2.118018967334037,9.711646262164223,4.29768467475193
Hackney - Springfield,0.9291581165071306,5.824269221818623,3.5082458770614675,9.66342370722557,3.574660633484163,0.6427818756585875,9.893268756446476,4.1168687982359415
Hackney - Stoke Newington Central,1.8978669976806382,3.892559502730195,3.3433283358320813,9.067876841721674,9.90950226244344,2.7081138040042156,9.727790483878202,5.175303197353914
Hackney - Victoria,1.343564674264942,4.367940532683078,1.649175412293854,9.10362982784488,8.280542986425338,1.8756585879873553,9.739450199560519,4.185226019845645
Hackney - Wick,0.8545156346035225,7.5181366547610615,0.5097451274362823,9.498131182028569,7.375565610859728,,9.711646262164223,4.022050716648292
Hammersmith and Fulham,4.144996828269703,6.479583405003052,3.7631184407796088,8.533236682357572,4.479638009049775,2.560590094836672,9.42284407372528,3.7177508269018733
Hammersmith and Fulham - Addison,2.0701483756248966,3.5950880104148752,3.9430284857571207,8.79922133386041,5.339366515837104,3.0347734457323505,9.812547647876587,3.48180815876516
Hammersmith and Fulham - Askew,1.4649340291054183,4.10912009821281,4.527736131934031,9.017165136349531,4.660633484162896,2.5289778714436255,9.795058074353111,3.8081587651598667
Hammersmith and Fulham - Avonmore and Brook Green,2.002057516233891,5.406089059322291,3.4182908545727173,8.6617019877351,4.5701357466063355,2.3919915700737624,9.826001165971567,4.216097023153255
Hammersmith and Fulham - College Park and Old Oak,0.6354087807079916,9.068867011355856,3.5682158920539724,9.143466044176192,3.3484162895927607,1.7702845100105375,9.508049688326832,3.936052921719957
Hammersmith and Fulham - Fulham Broadway,1.8677382988350604,4.635934691179397,4.182908545727138,8.100432314440404,4.977375565610859,2.623814541622762,9.581595587246065,2.679162072767363
Hammersmith and Fulham - Fulham Reach,1.8552704954582355,5.728687111929551,4.347826086956516,8.156776082207791,4.524886877828054,2.507903055848262,9.71433696578322,2.637265711135613
Hammersmith and Fulham - Hammersmith Broadway,1.579543599513997,6.339650386679213,3.163418290854574,8.292056189094946,5.02262443438914,2.6765015806111707,9.272164671061482,2.3042998897464173
Hammersmith and Fulham - Munster,2.758068739448108,3.8789000974708183,5.337331334332833,8.280719326600346,4.615384615384615,3.0558482613277143,9.931835508318759,3.988974641675855
Hammersmith and Fulham - North End,1.5806501444534162,3.261326345114149,2.7286356821589215,8.842814963576444,4.162895927601809,2.655426765015807,9.799991030987936,2.8224917309812576
Hammersmith and Fulham - Palace Riverside,3.097909506535736,8.363299707587547,7.961019490254866,7.66454110263386,5.113122171945701,2.8451001053740788,9.825104264765237,4.732083792723265
Hammersmith and Fulham - Parsons Green and Walham,3.3587911708669727,6.006023629084753,4.287856071964017,6.522398043079236,4.072398190045249,2.813487881981034,9.829588770796896,6.359426681367145
Hammersmith and Fulham - Ravenscourt Park,2.2396250456038937,7.001271505131552,6.356821589205398,8.403967955975533,4.615384615384615,2.613277133825079,9.657383739181128,4.540242557883132
Hammersmith and Fulham - Sands End,2.0918410387937127,6.895807405758535,2.833583208395801,8.032045948107118,4.027149321266967,2.31822971548999,9.817929055114579,3.318632855567804
Hammersmith and Fulham - Shepherd's Bush Green,1.2427814376538617,6.21718791631675,1.9190404797601182,9.1975143662977,5.113122171945701,2.7081138040042156,9.355128032647203,4.674751929437708
Hammersmith and Fulham - Town,2.505097228050148,4.658970182024223,4.362818590704648,8.446049122356479,4.208144796380091,3.0769230769230784,9.88609354679582,4.46747519294377
Hammersmith and Fulham - Wormholt and White City,0.7423163601025908,4.992462031912418,2.698650674662667,9.235128776394317,3.3031674208144794,1.5068493150684938,9.800439481591102,3.5148842337375967
Haringey,2.277543382587365,7.042823078661311,4.122938530734634,9.30267986140642,3.1674208144796374,2.086406743940991,9.343468316964886,4.319735391400221
Haringey - Alexandra,2.892924795480914,8.49864586389836,8.440779610194898,8.641374805126071,2.5791855203619907,3.0453108535300326,9.930041705906095,7.810363836824697
Haringey - Bounds Green,1.0380487120802937,6.654153976910546,3.898050974512745,9.521048367928227,2.3981900452488687,2.233930453108536,9.620610789721512,4.183020948180816
Haringey - Bruce Grove,0.5768714578236563,4.505377758441007,2.8185907046476784,9.543139590146483,3.0769230769230766,1.475237091675448,9.685636127180592,3.3252480705622958
Haringey - Crouch End,2.959196977050696,7.012502571678151,8.275862068965514,8.825476939923584,3.981900452488688,3.5089567966280315,9.851114399748868,7.252480705622935
Haringey - Fortis Green,2.727260775392193,7.880768569202594,8.365817091454268,9.122291858053993,2.714932126696832,2.9715489989462602,9.82241356114624,7.909592061742007
Haringey - Harringay,1.3232086297358203,7.158641344490201,3.3433283358320853,9.227499132257224,4.479638009049773,2.5289778714436255,9.730481187497197,4.49173098125689
Haringey - Highgate,3.1387421103893614,8.44663894313303,7.421289355322333,8.31826941492556,3.484162895927602,3.308746048472077,9.870397775685008,3.902976846747518
Haringey - Hornsey,1.664123074091401,6.07931224051346,5.997001499250371,9.260608613803306,3.6651583710407243,2.6027397260273983,9.817480604511413,4.551267916207277
Haringey - Muswell Hill,3.16165087740249,7.8790484959477105,8.755622188905543,8.055266408153258,3.4389140271493215,3.2455216016859874,9.835867079241222,8.983461962513783
Haringey - Noel Park,0.6067043476260229,6.001908944043657,1.3343328335832083,9.468027390735044,3.2126696832579187,1.6649104320337205,9.451993362931074,3.1510474090407943
Haringey - Northumberland Park,0.0,7.420665836984273,1.3643178410794627,9.761113449538128,1.855203619909502,0.5374077976817698,9.46365307861339,2.4432194046306526
Haringey - Seven Sisters,0.9225626704325711,5.822684056270004,2.4137931034482754,9.400380123634859,3.5294117647058822,1.6859852476290837,9.810305394860755,3.422271223814776
Haringey - St. Ann's,0.8093335422256454,5.316173073096369,2.458770614692655,9.407869702606185,3.484162895927602,1.8756585879873553,9.686084577783756,3.792723263506063
Haringey - Stroud Green,2.159734692155911,6.360223811884694,5.337331334332831,9.084755896472966,5.158371040723981,3.108535300316123,9.87264002870084,6.136714443219407
Haringey - Tottenham Green,0.42030082684105513,6.34885783763183,1.4692653673163425,9.538664117360423,3.484162895927601,1.4436248682824024,9.440782097851923,2.701212789415657
Haringey - Tottenham Hale,0.24767981629162833,7.156449094263388,2.0689655172413794,9.764090886302313,2.171945701357466,0.9272918861959957,9.6286829005785,2.780595369349503
Haringey - West Green,0.6609907850005095,6.731624727233482,3.1934032983508223,9.468020778216488,2.760180995475113,1.6332982086406747,9.718373021211713,4.244762954796032
Haringey - White Hart Lane,0.21137199521008457,7.322621661455856,2.2938530734632705,9.717531241445055,1.4932126696832575,0.7270811380400422,9.697744293466075,3.071664829106948
Haringey - Woodside,0.7600210791333012,6.667543566757392,3.793103448275861,9.483010756644049,2.1266968325791855,2.0021074815595368,9.643481770482982,3.7420066152149967
Harrow,2.6310242333341725,8.398746707408794,5.517241379310345,9.407830628632903,0.6787330316742081,2.360379346680718,9.608502623436028,5.7265711135611905
Harrow - Belmont,1.90096751468911,7.8614093133535015,7.196401799100444,9.212440022953855,0.13574660633484154,2.5289778714436255,9.986098031301852,6.489525909592064
Harrow - Canons,1.62651150204163,9.261548942829487,5.502248875562214,9.31014449314865,0.45248868778280543,2.5816649104320346,9.700883447688238,6.471885336273429
Harrow - Edgware,0.9370573135499166,7.145352935423054,5.51724137931034,9.445400855082807,0.4977375565610858,2.2128556375131723,9.835867079241222,4.987872105843439
Harrow - Greenhill,1.3675580744365112,7.464612022300243,4.737631184407796,9.70239067793584,1.4932126696832575,2.6448893572181245,9.465446881026056,5.872105843439915
Harrow - Harrow Weald,1.3035208945265466,9.196017524511044,5.022488755622185,9.36576689525542,0.5429864253393664,2.2550052687038984,9.771290192385308,5.3517089305402425
Harrow - Harrow on the Hill,1.5965142738819236,8.856016377795541,4.512743628185907,9.48899388366079,0.85972850678733,2.1917808219178085,9.804475537019599,5.841234840132305
Harrow - Hatch End,1.8969467028795366,8.927652369822495,5.02248875562219,9.017084583850764,0.3167420814479637,2.697576396206535,9.834521727431722,6.987872105843441
Harrow - Headstone North,2.129825111120119,8.990080910896832,7.226386806596699,9.23498360155512,0.6787330316742081,2.750263435194942,9.889681151621149,6.200661521499448
Harrow - Headstone South,1.5387438633318398,7.450311805436106,5.487256371814091,9.550590696282574,1.0407239819004523,2.5289778714436255,9.95336113727073,7.4399117971334086
Harrow - Kenton East,0.857933872436185,7.050074367873079,4.962518740629685,9.377786350006378,0.22624434389140272,2.1812434141201273,9.919278891430109,5.592061742006617
Harrow - Kenton West,1.464583440609761,7.8824549155309125,5.05247376311844,9.214015906353271,0.5429864253393664,2.5289778714436255,9.916139737207947,5.208379272326356
Harrow - Marlborough,1.0292511320173847,7.335842616669871,4.092953523238376,9.711557131499069,1.357466063348416,2.1812434141201273,9.776223149020135,4.504961411245868
Harrow - Pinner,2.071561685498016,8.993251241994072,8.06596701649175,9.317671943817157,0.22624434389140272,2.5605900948366704,9.752455267052335,6.407938257993386
Harrow - Pinner South,2.672251249245413,8.549067619115073,8.365817091454268,8.956965368557139,0.40723981900452483,2.8977871443624874,9.926454101080767,9.409040793825804
Harrow - Queensbury,1.0943072097428546,7.446298301174709,4.047976011994004,9.347696685457038,0.3619909502262442,2.1390937829293994,9.917485089017445,5.541345093715549
Harrow - Rayners Lane,1.6734246251168168,7.471559769172915,6.371814092953519,9.377748478309195,0.7692307692307693,2.507903055848262,9.945737477016907,6.458654906284456
Harrow - Roxbourne,0.7743075603313498,7.090883949018378,4.587706146926533,9.648330333053321,0.6787330316742081,1.7913593256059013,9.781604556258129,4.372657111356119
Harrow - Roxeth,1.1027870689815729,7.518406470173592,4.5877061469265366,9.452912676162002,0.7692307692307689,2.1917808219178085,9.842145387685546,4.337375964718853
Harrow - Stanmore Park,1.5519347554809584,9.188496419886746,6.986506746626685,8.851791156946685,0.3619909502262442,2.2233930453108535,9.730032736894032,5.3274531422271245
Harrow - Wealdstone,0.7696293950924182,6.757999183808377,3.6731634182908564,9.58818556939255,0.9502262443438912,1.8335089567966276,9.770393291178976,4.035281146637264
Harrow - West Harrow,1.6615155721549468,7.6544608919423,5.5472263868065905,9.42736460958428,0.995475113122172,2.5289778714436255,9.884299744383155,6.116868798235943
Havering,2.124697754371126,9.33635526595368,4.872563718140927,9.768524279424836,0.5429864253393664,2.665964172813488,9.492802367819186,3.6295479603087117
Havering - Brooklands,1.1178295066233837,8.769540538079386,3.523238380809595,9.896275733367382,0.9502262443438912,2.7081138040042156,9.532714471500965,3.2458654906284448
Havering - Cranham,1.8874150781538448,9.408733250365094,6.3418290854572685,9.558097708257364,0.3619909502262442,2.9399367755532135,9.739001748957353,5.779492833517091
Havering - Elm Park,1.062140715266266,8.90599968296689,4.002998500749623,9.768526984546064,0.6334841628959276,2.697576396206535,9.726893582671869,3.9228224917309817
Havering - Emerson Park,2.056278218265441,9.161919601752452,4.947526236881553,9.422838941771003,0.1809954751131221,2.8029504741833513,9.865464819050182,6.760749724366044
Havering - Gooshays,0.4752774853163676,9.407822623347803,3.5082458770614657,9.83172703234856,0.5429864253393666,1.6016859852476297,9.559173057087762,0.9018743109151045
Havering - Hacton,1.6123126679674962,8.366503765611352,6.176911544227885,9.628730226916387,0.45248868778280543,2.950474183350896,9.833176375622227,5.157662624035282
Havering - Harold Wood,1.311551562255204,9.468092641121894,5.727136431784111,9.76852968966729,0.45248868778280543,2.623814541622762,9.55693080407193,2.4895259095920617
Havering - Havering Park,0.9366848132732802,9.609172374948988,3.4782608695652177,9.768543515842453,0.27149321266968307,2.2444678609062176,9.732274989909863,2.02205071664829
Havering - Heaton,0.4933218369522464,8.771800242159333,2.578710644677662,9.86778088806605,0.3619909502262442,1.7492096944151736,9.644827122292481,0.0
Havering - Hylands,1.6284945182201935,8.52228843942138,6.686656671664166,9.693360983279105,0.40723981900452483,2.950474183350896,9.84842369612987,4.251378169790518
Havering - Mawneys,1.1818228629713907,8.586133511411507,5.0374812593703115,9.768515863492128,0.6334841628959276,2.687038988408852,9.793712722543612,2.663726571113561
Havering - Pettits,1.6419593076315444,8.950215683695394,7.6911544227886015,9.633241767985478,0.40723981900452483,2.8661749209694425,9.774877797210639,3.536934950385888
Havering - Rainham and Wennington,1.0338306942419129,9.803405745044671,3.8530734632683616,9.798565251792082,0.27149321266968307,2.6343519494204433,9.720615274227542,2.5248070562293257
Havering - Romford Town,1.326769294144843,8.033585273474785,4.827586206896551,9.843662928910495,1.3574660633484161,2.929399367755534,9.295484102426117,3.334068357221609
Havering - South Hornchurch,0.8895525723883075,9.304921770393829,3.53823088455772,9.792586633310718,0.6787330316742081,2.4236037934668078,9.738553298354185,3.38478500551268
Havering - Squirrel's Heath,1.8301157708948004,8.318038172135488,4.392803598200898,9.677585918557575,0.4977375565610858,3.119072708113804,9.779810753845465,4.074972436604193
Havering - St. Andrew's,1.4345752565595653,8.357397495438434,5.4122938530734634,9.700887532240536,0.8597285067873305,3.0347734457323505,9.671285707879276,3.6846747519294394
Havering - Upminster,2.47150646780995,9.866239009237805,7.091454272863565,9.257519966499778,0.18099547511312192,3.0663856691253963,9.744383156195346,6.818081587651604
Hillingdon,2.180485148742647,9.208192945001501,4.9475262368815605,9.59720744925463,0.7692307692307689,2.4236037934668078,9.236288622808196,4.765159867695702
Hillingdon - Barnhill,0.7391720195321615,7.816181504828009,2.488755622188905,9.768539307876098,0.6334841628959273,1.812434141201265,9.769496389972645,3.400220507166485
Hillingdon - Botwell,0.6179450912680455,8.846269296017862,3.0434782608695627,9.768557342017614,1.1312217194570136,1.812434141201265,9.70716175613256,4.015435501653805
Hillingdon - Brunel,1.0490046025695947,8.55271012718424,5.112443778110947,9.69716258031054,0.9049773755656109,1.0853530031612222,9.508498138929998,3.556780595369352
Hillingdon - Cavendish,2.0752319088119315,8.013551479094366,6.3868065967016445,9.317650002278313,0.4977375565610858,3.150684931506849,9.862774115431186,6.0374862183020985
Hillingdon - Charville,1.1361915790834518,8.579219491465402,4.572713643178412,9.693368497504736,0.7239819004524884,2.4762908324552164,9.779810753845465,4.725468577728776
Hillingdon - Eastcote and East Ruislip,2.4490030687449265,9.014195663391781,8.620689655172413,9.017080676453435,0.3167420814479637,3.0663856691253955,9.873985380510337,6.771775082690184
Hillingdon - Harefield,1.4180975972636565,9.891399296456312,4.872563718140927,9.588212320035797,0.27149321266968307,3.0136986301369877,9.651553881339971,4.421168687982361
Hillingdon - Heathrow Villages,0.8884241156679091,9.856728015946091,3.748125937031486,9.891759383193886,0.8144796380090497,3.1822971548998957,7.0079375756760385,4.262403528114664
Hillingdon - Hillingdon East,1.3375170227148472,8.792070125025717,4.782608695652174,9.585178977432916,0.45248868778280543,2.6343519494204433,9.794161173146778,5.206174200661523
Hillingdon - Ickenham,2.6015309761369747,9.467924006489062,7.901049475262366,8.953952765216997,0.6787330316742081,3.0558482613277143,9.853805103367865,6.006615214994488
Hillingdon - Manor,2.0192144407401362,8.055845045008583,6.926536731634176,9.400296866014864,0.8144796380090497,3.456269757639621,9.839903134669717,5.587651598676958
Hillingdon - Northwood,2.355910867257335,9.561819770049814,7.331334332833574,9.107272423861959,0.3619909502262442,2.750263435194942,9.540786582357953,7.214994487320842
Hillingdon - Northwood Hills,2.0023533252771015,8.826201774710876,5.307346326836581,9.277097830528843,0.3619909502262442,2.8029504741833513,9.745280057401676,5.488423373759648
Hillingdon - Pinkwell,0.7425026102409091,8.116587239754603,4.16791604197901,9.678372207127644,0.7239819004524886,2.012644889357218,9.779810753845465,4.07717750826902
Hillingdon - South Ruislip,1.645454236697632,9.47126297221913,5.037481259370314,9.603198992204081,1.0407239819004523,3.1822971548998957,9.84393919009821,4.359426681367144
Hillingdon - Townfield,0.5877616129700213,8.634734012593634,3.3733133433283333,9.678401362323095,1.0407239819004523,1.6859852476290837,9.58563164267456,4.350606394707828
Hillingdon - Uxbridge North,1.7997022188965008,9.107990246172836,6.806596701649176,9.468101030146233,0.7692307692307689,2.85563751317176,9.49908067626351,4.979051819184126
Hillingdon - Uxbridge South,1.0089279551597312,8.435171788100465,4.392803598200901,9.74149711267383,1.0859728506787327,1.3487881981032666,9.692811336831248,3.9779492833517094
Hillingdon - West Drayton,0.8349265024086525,8.606167305791924,3.298350824587708,9.768569965916674,0.9502262443438912,2.233930453108536,9.690120633212253,4.013230429988973
Hillingdon - West Ruislip,2.0189405434779037,9.18937331997747,7.15142428785607,9.513030989748552,0.6787330316742081,3.2560590094836686,9.601327413785372,5.8324145534729865
Hillingdon - Yeading,0.8966629453158641,7.989504180452548,3.7181409295352315,9.768547122670753,0.588235294117647,1.928345626975764,9.858289609399526,4.921719955898566
Hillingdon - Yiewsley,0.7972711067969247,8.911058721951845,3.418290854572713,9.843705910281106,1.1312217194570136,2.2128556375131723,9.676218664514105,3.461962513781696
Hounslow,2.1286856985092317,8.46869635310743,3.7781109445277385,9.558302095194538,1.855203619909502,2.4868282402528976,9.45244181353424,4.403528114663726
Hounslow - Bedfont,0.7458441568401459,9.048597128489472,1.7841079460269862,9.831681946994772,1.3122171945701355,2.665964172813488,9.70626485492623,3.9382579933847865
Hounslow - Brentford,1.0920283845210796,8.417262790093726,4.422788605697151,9.407912082838747,2.714932126696832,2.2233930453108535,9.673079510291942,5.135611907386991
Hounslow - Chiswick Homefields,2.933264384262521,8.329741415654016,6.161919040479759,8.198057734981557,3.755656108597285,3.0558482613277143,9.801336382797434,5.885336273428887
Hounslow - Chiswick Riverside,2.6979209006618454,8.13989254601196,7.871064467766116,8.566261102869507,3.4389140271493215,3.129610115911487,9.89416565765281,6.4167585446527
Hounslow - Cranford,0.6347076037166761,8.447448389370622,2.878560719640179,9.839202785144725,0.9049773755656109,1.928345626975764,9.721960626037042,3.349503858875414
Hounslow - Feltham North,0.8544060756986295,8.858276081875488,1.784107946026984,9.70843482046471,1.6289592760180993,2.5922023182297154,9.620162339118346,3.5854465270121265
Hounslow - Feltham West,0.9800263160489548,8.369336827442925,3.8380809595202363,9.843705609712082,1.4027149321266965,2.5605900948366704,9.76546033454415,2.676957001102536
Hounslow - Hanworth,0.6668850540837534,8.76903463418089,2.9385307346326828,9.768597618266998,1.7647058823529407,2.0337197049525835,9.75873357549666,1.4090407938257994
Hounslow - Hanworth Park,1.0178679617990007,8.916252668643065,3.05847076461769,9.768545619825629,1.4027149321266967,2.7397260273972606,9.741244001973184,3.347298787210584
Hounslow - Heston Central,0.9339348847604658,7.507006768994162,1.7991004497751133,9.473982564832436,0.995475113122172,1.981032665964173,9.745728508004843,4.996692392502758
Hounslow - Heston East,0.9834116862101492,7.881814103926152,4.557721139430282,9.774540168465332,0.5429864253393664,2.0969441517386733,9.821516659939908,5.111356119073873
Hounslow - Heston West,0.48489675716597425,8.90387488659321,3.4782608695652155,9.678412182808005,0.588235294117647,1.559536354056903,9.680703170545765,3.986769570011028
Hounslow - Hounslow Central,1.178612787058026,6.850714504939309,4.587706146926533,9.768682679301145,1.9909502262443435,2.5816649104320346,9.579353334230234,5.389195148842338
Hounslow - Hounslow Heath,0.8177695779024072,8.210685364874756,4.01799100449775,9.768691996940928,1.3574660633484161,2.096944151738672,9.734517242925692,5.334068357221611
